Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
19,Kyrie Irving,29,BRK,PG,4,4,42.5,7,15.8,0.444,2,5.3,0.381,5,10.5,0.476,0.508,5.3,5.3,1,1.5,3.8,5.3,5.3,1.8,1.3,2.3,3.3,21.3,,irvinky01
20,De'Andre Hunter,24,ATL,SF,5,5,35,7.8,14,0.557,2.4,5.2,0.462,5.4,8.8,0.614,0.643,3.2,4,0.8,0.4,3.4,3.8,0.6,0.8,0.2,2.2,4,21.2,,huntede01
21,DeMar DeRozan,32,CHI,PF,5,5,40.6,7.8,19,0.411,0,1.8,0,7.8,17.2,0.453,0.411,5.2,6,0.867,0.2,5.2,5.4,4.8,1.8,0.4,2.2,2.4,20.8,,derozde01
22,Tyrese Maxey,21,PHI,PG,12,12,40.4,7.3,15.2,0.484,2.2,5.8,0.377,5.2,9.4,0.549,0.555,3.9,4.2,0.94,0.5,3,3.5,3.9,0.8,0.2,1.8,2,20.8,,maxeyty01
23,Nikola Vučević,31,CHI,C,5,5,36.2,8,18.2,0.44,2.6,8.4,0.31,5.4,9.8,0.551,0.511,0.8,1,0.8,2.8,9.6,12.4,3.2,0.4,1.2,1.6,2.8,19.4,,vucevni01
24,Zach LaVine,26,CHI,SG,4,4,38.3,6.8,15.8,0.429,2.3,6,0.375,4.5,9.8,0.462,0.5,3.5,3.8,0.933,0,5.3,5.3,6,0.8,0.3,3,2.3,19.3,,lavinza01
25,Jrue Holiday,31,MIL,PG,12,12,38.6,7.4,19.6,0.379,2.1,6.6,0.316,5.3,13,0.41,0.432,2.2,2.6,0.839,1,4.6,5.6,6.5,1.8,0.6,2.8,2.3,19.1,,holidjr01
26,Klay Thompson,31,GSW,SG,22,22,36,7.2,16.7,0.429,3.5,9.1,0.385,3.7,7.6,0.482,0.534,1.2,1.4,0.867,0.3,3.6,3.9,2.3,1.1,0.7,1.3,2.1,19,,thompkl01
27,Desmond Bane,23,MEM,SG,12,12,35.7,6.3,13.3,0.478,3.6,7.3,0.489,2.8,5.9,0.465,0.613,2.5,2.9,0.857,0.4,3.3,3.8,2.2,0.9,0.8,1.3,1.9,18.8,,banede01
28,James Harden,32,PHI,PG,12,12,39.9,5.3,13.2,0.405,2.3,6.3,0.368,3,6.8,0.439,0.494,5.6,6.3,0.893,0.9,4.8,5.7,8.6,0.8,0.7,4.2,2.4,18.6,,hardeja01
29,Bojan Bogdanović,32,UTA,PF,6,6,35.7,6.5,13.5,0.481,1.8,5.5,0.333,4.7,8,0.583,0.549,3.2,4,0.792,0.5,3.7,4.2,1.7,0.3,0,2,4,18,,bogdabo02
30,Deandre Ayton,23,PHO,C,13,13,30.5,8.1,12.6,0.64,0.2,0.3,0.5,7.9,12.3,0.644,0.646,1.6,2.5,0.636,2.5,6.4,8.9,1.7,0.4,0.8,1.5,2.6,17.9,,aytonde01
31,Jordan Clarkson,29,UTA,SG,6,0,28.3,6.7,12.2,0.548,1.5,4,0.375,5.2,8.2,0.633,0.61,2.7,3,0.889,0.8,2.3,3.2,1.3,0.5,0.2,1.7,2.8,17.5,,clarkjo01
32,Chris Paul,36,PHO,PG,13,13,34.5,6.7,11.9,0.561,1.5,3.8,0.388,5.2,8.2,0.642,0.623,2.7,2.8,0.946,0.5,3.6,4.2,8.3,1.5,0.2,2.4,3.1,17.5,,paulch01
33,OG Anunoby,24,TOR,SF,6,6,36.2,6.5,13.7,0.476,2.3,6.8,0.341,4.2,6.8,0.61,0.561,2,2.7,0.75,1.2,2.8,4,2.5,1,0.2,1.7,3,17.3,,anunoog01
34,Jordan Poole,22,GSW,SG,22,5,27.5,5.9,11.5,0.508,2.3,5.8,0.391,3.6,5.7,0.627,0.606,3,3.2,0.915,0.5,2.4,2.8,3.8,0.8,0.4,2.4,2.8,17,,poolejo01
35,Tobias Harris,29,PHI,PF,12,12,38.8,6.8,13.5,0.5,1.8,4.8,0.386,4.9,8.8,0.562,0.568,1.6,1.8,0.864,0.8,6.8,7.6,2.9,1.1,0.8,1.5,2.9,16.9,,harrito02
36,Andrew Wiggins,26,GSW,SF,22,22,34.9,6.5,13.9,0.469,1.6,4.8,0.333,4.9,9.1,0.54,0.526,1.9,3,0.646,2.5,5,7.5,1.8,1,1,1.4,2.5,16.5,,wiggian01
37,Jaren Jackson Jr.,22,MEM,PF,12,12,27.7,4.9,13,0.378,2.3,6,0.375,2.7,7,0.381,0.465,3.3,4.4,0.755,2.2,4.6,6.8,0.9,0.8,2.5,1.4,4.4,15.4,,jacksja02
38,Marcus Smart,27,BOS,PG,21,21,36.2,5.4,13.3,0.405,2.3,6.5,0.35,3.1,6.8,0.458,0.491,2.4,3,0.806,1,3.6,4.5,5.9,1.2,0.2,2.5,3.4,15.4,,smartma01
39,Trae Young,23,ATL,PG,5,5,37.2,4.4,13.8,0.319,1.4,7.6,0.184,3,6.2,0.484,0.37,5.2,6.6,0.788,1,4,5,6,0.6,0,6.2,2.6,15.4,,youngtr01
40,Gary Trent Jr.,23,TOR,SG,6,6,33.2,5.2,13.7,0.378,2.2,6.5,0.333,3,7.2,0.419,0.457,2.8,3.2,0.895,0.2,1.5,1.7,1.3,1,0.5,0.5,1.8,15.3,,trentga02
41,Bam Adebayo,24,MIA,C,18,18,34.1,5.8,9.7,0.594,0,0.1,0,5.8,9.7,0.598,0.594,3.2,4.2,0.763,2.1,5.9,8,2.7,1,0.7,2.1,3.1,14.8,,adebaba01
42,Dillon Brooks,26,MEM,SF,11,11,30.5,5.5,15.6,0.349,2.3,6.5,0.347,3.2,9.1,0.35,0.422,1.5,2.3,0.64,0.7,2,2.7,2.7,1,0.3,2,3.3,14.6,,brookdi01
43,Seth Curry,31,BRK,SG,4,4,33,5.5,9.8,0.564,3,5.8,0.522,2.5,4,0.625,0.718,0.5,0.8,0.667,0.5,2,2.5,3,0.3,0.8,0.8,3.8,14.5,,curryse01
44,Khris Middleton,30,MIL,SF,2,2,36,5,12,0.417,3,7,0.429,2,5,0.4,0.542,1.5,1.5,1,0.5,4.5,5,7,1.5,0,5.5,3,14.5,,middlkh01
45,Jonas Valančiūnas,29,NOP,C,6,6,29.2,5.5,11.3,0.485,0.2,1,0.167,5.3,10.3,0.516,0.493,3.3,4.3,0.769,5.5,8.8,14.3,3,0.7,0.2,2,2.8,14.5,,valanjo01
46,Bogdan Bogdanović,29,ATL,SG,4,0,26.8,5,12.3,0.408,2.3,6.5,0.346,2.8,5.8,0.478,0.5,2,2.5,0.8,1,3.8,4.8,3,0.3,0.3,1,3,14.3,,bogdabo01
47,Spencer Dinwiddie,28,DAL,PG,18,3,27.8,4.4,10.7,0.417,2.2,5.3,0.417,2.2,5.3,0.417,0.521,3.1,3.7,0.821,0.4,2,2.4,3.6,0.8,0.3,1.6,2.3,14.2,,dinwisp01
48,Bruce Brown,25,BRK,SF,4,4,34.8,5.3,9.3,0.568,1.5,3.5,0.429,3.8,5.8,0.652,0.649,2,2.5,0.8,1.5,3.3,4.8,2.8,1.3,0.8,2.3,4,14,,brownbr01
49,Monte Morris,26,DEN,PG,5,5,31.2,5,10.2,0.49,2.2,5.2,0.423,2.8,5,0.56,0.598,1.8,2.4,0.75,0.2,2,2.2,5.4,1.2,0,1.6,2.8,14,,morrimo01
50,Will Barton,31,DEN,SG,5,5,34.4,5.4,13.2,0.409,2.2,5.6,0.393,3.2,7.6,0.421,0.492,0.8,1.2,0.667,1,4.6,5.6,2.8,0.8,0.2,2,2.2,13.8,,bartowi01
51,Aaron Gordon,26,DEN,PF,5,5,32,4.6,10.8,0.426,0.6,3,0.2,4,7.8,0.513,0.454,4,5.6,0.714,3.6,3.6,7.2,2.6,0.4,1.2,1.6,2.8,13.8,,gordoaa01
52,Fred VanVleet,27,TOR,PG,4,4,35,4.8,13.5,0.352,3,9,0.333,1.8,4.5,0.389,0.463,1.3,1.5,0.833,0.5,2.5,3,6.3,1.8,1,1,3,13.8,,vanvlfr01
53,Mikal Bridges,25,PHO,SF,13,13,38.5,5.1,10.6,0.478,1,2.5,0.394,4.1,8.1,0.505,0.525,2.2,2.3,0.933,0.9,3.8,4.7,2.8,1.1,1,0.8,2.4,13.3,,bridgmi01
54,Scottie Barnes,20,TOR,PF,4,3,33.3,4.5,10.5,0.429,0.5,3,0.167,4,7.5,0.533,0.452,3.3,4,0.813,1.8,7.3,9,4.3,1,0.3,1.3,3,12.8,,barnesc01
55,Tyler Herro,22,MIA,SG,15,0,25.4,4.9,12.1,0.409,1.1,4.7,0.229,3.9,7.4,0.523,0.453,1.7,1.8,0.926,0.5,3.4,3.9,2.8,0.6,0.4,1.8,1.4,12.6,,herroty01
56,Brandon Clarke,25,MEM,PF,12,0,24.7,4.7,7.6,0.615,0,0.1,0,4.7,7.5,0.622,0.615,3,4.5,0.667,3.1,3.8,6.9,2,0.8,0.8,1,1.9,12.3,,clarkbr01
57,Rudy Gobert,29,UTA,C,6,6,32.8,3.5,5.5,0.636,0,0,,3.5,5.5,0.636,0.636,5,7.3,0.682,3.5,9.7,13.2,0.5,0.2,1,1.3,3.2,12,,goberru01
58,Al Horford,35,BOS,C,23,23,35.4,4.4,8.4,0.523,2,4.3,0.48,2.3,4.1,0.568,0.645,1.2,1.6,0.778,1.5,7.8,9.3,3.3,0.8,1.3,1.3,2.8,12,,horfoal01
59,D'Angelo Russell,25,MIN,PG,6,6,32.7,4,12,0.333,2,5.2,0.387,2,6.8,0.293,0.417,2,2.7,0.75,0,2.5,2.5,6.7,1.5,0,2.8,2.8,12,,russeda01
60,Patrick Williams,20,CHI,PF,5,5,30.6,4.4,9.4,0.468,1.4,4.2,0.333,3,5.2,0.577,0.543,1.6,2.2,0.727,1.2,4.2,5.4,0.8,1,0.6,1.4,3,11.8,,willipa01
61,Dorian Finney-Smith,28,DAL,PF,18,18,38.2,4.1,8.7,0.471,2.6,6,0.426,1.6,2.7,0.571,0.618,0.9,1.3,0.708,1.8,3.7,5.5,1.9,0.9,0.4,1,2.9,11.7,,finnedo01
62,Chris Boucher,29,TOR,SF,6,0,21.7,4.3,7,0.619,1,2.5,0.4,3.3,4.5,0.741,0.69,1.5,1.7,0.9,2,3.8,5.8,0.2,0.2,1.2,0.3,2.2,11.2,,bouchch01
63,Patrick Beverley,33,MIN,PG,6,6,32.3,3.5,8.2,0.429,1.5,4.3,0.346,2,3.8,0.522,0.52,2.5,3.7,0.682,0.7,2.5,3.2,4.8,1.2,1.2,2,4.7,11,,beverpa01
64,Kevin Knox,22,ATL,SF,2,0,4.5,3.5,5.5,0.636,3,5,0.6,0.5,0.5,1,0.909,1,1,1,0,1,1,0,1,0,1.5,0,11,,knoxke01
65,Max Strus,25,MIA,SF,18,18,29.1,3.8,10.1,0.374,2.6,7.9,0.331,1.2,2.2,0.525,0.503,0.7,1,0.722,0.8,3.2,4.1,2.1,0.8,0.4,1.1,3.1,10.9,,strusma01
66,Cameron Johnson,25,PHO,PF,13,3,24.6,3.5,7.6,0.465,1.7,4.5,0.373,1.8,3.1,0.6,0.576,2,2.5,0.813,0.7,2.8,3.5,1.5,0.4,0.1,0.9,2.4,10.8,,johnsca02
67,Herbert Jones,23,NOP,PF,6,6,37.7,3.5,7.3,0.477,0.8,2,0.417,2.7,5.3,0.5,0.534,2.8,3.7,0.773,1.3,2,3.3,1.8,1.8,0.8,1.3,3.7,10.7,,joneshe01
68,Reggie Bullock,30,DAL,SF,18,18,39.3,3.4,8.4,0.404,2.9,7.3,0.397,0.5,1.1,0.45,0.576,0.9,1,0.889,0.4,4.1,4.6,1.7,1.2,0.1,0.4,2.7,10.6,,bullore01
69,DeMarcus Cousins,31,DEN,C,5,0,11.4,3.8,5.8,0.655,0.8,1.2,0.667,3,4.6,0.652,0.724,2.2,3,0.733,0.6,2.8,3.4,1.2,0.6,0.2,1.4,1.8,10.6,,couside01
70,Brook Lopez,33,MIL,C,12,12,27.7,4.2,8.5,0.49,0.5,2.3,0.214,3.7,6.2,0.595,0.52,1.8,1.9,0.913,2.3,3.7,5.9,0.7,0.5,1.5,0.9,2.8,10.6,,lopezbr01
71,Victor Oladipo,29,MIA,SG,15,1,24.5,3.3,9.1,0.368,1.1,4.1,0.274,2.2,4.9,0.446,0.43,2.8,3.5,0.792,0.3,3.1,3.4,2.1,1.3,0.3,1.7,1.9,10.6,,oladivi01
72,Bobby Portis,26,MIL,C,12,5,24.8,4,9.6,0.417,1.2,3.9,0.298,2.8,5.7,0.5,0.478,1.4,1.8,0.773,2.1,7.9,10,0.8,0.4,0.3,1.3,2.2,10.6,,portibo01
73,Nic Claxton,22,BRK,C,4,0,24.5,4.8,6,0.792,0,0,,4.8,6,0.792,0.792,1,5.5,0.182,1.8,4.5,6.3,1.5,1.3,2.3,0.5,1.5,10.5,,claxtni01
74,Goran Dragić,35,BRK,PG,4,0,19.8,4.5,8,0.563,1,3,0.333,3.5,5,0.7,0.625,0.5,0.5,1,1.5,3,4.5,1.5,0.8,0,1.3,2.8,10.5,,dragigo01
75,Precious Achiuwa,22,TOR,C,6,1,27.8,4.2,8.7,0.481,0.8,2.7,0.313,3.3,6,0.556,0.529,1,1.7,0.6,1.3,3.5,4.8,1,0.2,0.8,1.5,2.3,10.2,,achiupr01
76,Danilo Gallinari,33,ATL,PF,5,3,22.4,3.6,9,0.4,0.8,3,0.267,2.8,6,0.467,0.444,2.2,2.2,1,0.4,3.8,4.2,0.8,0.2,0,1,1.2,10.2,,gallida01
77,Pat Connaughton,29,MIL,SF,12,0,26.5,3.5,7.3,0.477,2.1,5.3,0.391,1.4,2,0.708,0.619,0.4,0.4,1,0.3,4,4.3,0.9,0.4,0.3,0.6,1.2,9.5,,connapa01
78,John Collins,24,ATL,PF,5,4,24.4,3.8,7.8,0.487,0.8,2.2,0.364,3,5.6,0.536,0.538,1,2,0.5,0.4,4.2,4.6,1.2,0.4,0.2,1,2.4,9.4,,collijo01
79,Jae Crowder,31,PHO,PF,13,13,29.5,3.2,8.1,0.4,1.5,4.8,0.302,1.8,3.2,0.548,0.49,1.5,2,0.731,0.6,4.1,4.7,2.4,1,0.5,1.5,3.6,9.4,,crowdja01
80,Jaden McDaniels,21,MIN,PF,6,0,21.7,3,5.7,0.529,1.7,3.3,0.5,1.3,2.3,0.571,0.676,1.7,2,0.833,0.8,2,2.8,0.7,0.3,1.8,1,3,9.3,,mcdanja02
81,Mike Conley,34,UTA,PG,6,6,29,3.2,9.5,0.333,0.8,4.2,0.2,2.3,5.3,0.438,0.377,2,2.5,0.8,0.3,2.8,3.2,4.8,0.8,0.3,2.2,3.2,9.2,,conlemi01
82,Kevin Huerter,23,ATL,SF,5,5,30.8,3.4,9.4,0.362,1.8,6.2,0.29,1.6,3.2,0.5,0.457,0.6,0.8,0.75,0.2,2.8,3,3.8,1.2,0.6,2.2,3,9.2,,huertke01
83,Bones Hyland,21,DEN,SG,5,0,17.4,2.6,7.2,0.361,1.6,4.6,0.348,1,2.6,0.385,0.472,2.4,2.8,0.857,0.2,1.8,2,3.2,0.2,0,1.2,2.4,9.2,,hylanbo01
84,Tyus Jones,25,MEM,PG,12,3,21.8,3.3,8.3,0.394,1.5,3.8,0.4,1.8,4.5,0.389,0.485,1.2,1.3,0.933,0.3,2.9,3.3,4.5,1.2,0.2,1.1,0.7,9.2,,jonesty01
85,Larry Nance Jr.,29,NOP,PF,6,0,21.7,3.7,6.5,0.564,0.3,1.5,0.222,3.3,5,0.667,0.59,1.5,1.8,0.818,3.2,2.7,5.8,1.8,0.5,0.3,1,2.5,9.2,,nancela02
86,Maxi Kleber,30,DAL,PF,18,0,25.4,3,5.9,0.509,1.9,4.3,0.436,1.1,1.6,0.714,0.67,0.8,1.2,0.714,0.8,3.7,4.6,1.1,0.2,0.8,0.6,2.7,8.7,,klebima01
87,Danny Green,34,PHI,SF,12,12,26.6,3,7.4,0.404,2.6,6.3,0.408,0.4,1.1,0.385,0.579,0,0.1,0,0.8,2.3,3.1,0.8,1,0.3,1.1,1.9,8.6,,greenda02
88,Grant Williams,23,BOS,PF,24,5,27.3,2.7,6.3,0.433,1.5,3.7,0.393,1.3,2.5,0.492,0.55,1.8,2.2,0.808,1,2.8,3.8,0.8,0.3,0.8,0.8,3.5,8.6,,willigr01
89,Malik Beasley,25,MIN,SG,6,0,19.8,3.2,7.3,0.432,1.3,4.2,0.32,1.8,3.2,0.579,0.523,0.8,1,0.833,0.3,3,3.3,0.7,0.3,0.2,1.2,1.5,8.5,,beaslma01
90,Derrick White,27,BOS,SG,23,3,25.4,2.8,7.7,0.364,1.1,3.6,0.313,1.7,4,0.409,0.438,1.8,2.2,0.824,0.3,2.7,3,2.7,0.9,0.6,1.3,2,8.5,,whitede01
91,Coby White,21,CHI,PG,5,0,19.6,3,9,0.333,1.6,5.8,0.276,1.4,3.2,0.438,0.422,0.8,1,0.8,0,3.4,3.4,1.8,0.2,0,1.2,1,8.4,,whiteco01
92,Grayson Allen,26,MIL,SG,12,5,25.4,3.1,6.8,0.451,1.6,4,0.396,1.5,2.8,0.529,0.567,0.6,0.9,0.636,0.4,2.5,2.9,1.3,0.7,0.3,0.8,1.8,8.3,,allengr01
93,Delon Wright,29,ATL,SG,5,0,27.4,3,5.8,0.517,1,2.6,0.385,2,3.2,0.625,0.603,1.2,1.8,0.667,2.2,2.6,4.8,2.8,0.8,0.2,1,0.4,8.2,,wrighde01
94,Jose Alvarado,23,NOP,PG,6,0,19.5,2.7,5.5,0.485,1,2.7,0.375,1.7,2.8,0.588,0.576,1.7,2.2,0.769,0.3,1,1.3,1.5,1.2,0.2,1.2,3,8,,alvarjo01
95,Draymond Green,31,GSW,PF,22,22,32,3.1,6.5,0.479,0.4,1.8,0.205,2.8,4.8,0.581,0.507,1.4,2.1,0.638,1.2,6,7.2,6.3,1.1,1,2.7,4,8,,greendr01
96,Gabe Vincent,25,MIA,PG,18,8,23.5,2.8,7.3,0.382,1.4,4.5,0.309,1.4,2.8,0.5,0.477,1.1,1.1,0.95,0.2,1.8,1.9,3.2,0.8,0.3,1.4,2.3,8,,vincega01
97,P.J. Tucker,36,MIA,PF,18,18,28.3,3,6.1,0.495,1.3,2.8,0.451,1.7,3.2,0.534,0.601,0.6,0.9,0.688,1.9,3.7,5.7,1.8,0.8,0.3,0.7,2.8,7.9,,tuckepj01
98,Kyle Lowry,35,MIA,PG,10,10,29.5,2.5,8.6,0.291,1.3,5.4,0.241,1.2,3.2,0.375,0.366,1.5,1.9,0.789,0.3,3.3,3.6,4.7,1.2,0.7,1.9,2.9,7.8,,lowryky01
99,Robert Williams,24,BOS,C,17,15,23.2,3.1,4.6,0.679,0,0.1,0,3.1,4.5,0.688,0.679,1.5,1.6,0.893,2.5,3.6,6.2,1,0.7,2.2,0.6,2,7.7,,williro04
100,Ziaire Williams,20,MEM,SF,10,1,16.8,2.3,5.2,0.442,1.1,3.6,0.306,1.2,1.6,0.75,0.548,1.2,1.3,0.923,0.4,1.2,1.6,0.5,0.5,0,0.2,1.4,6.9,,willizi02
101,JaVale McGee,34,PHO,C,12,0,11.1,2.9,4.2,0.7,0,0.1,0,2.9,4.1,0.714,0.7,0.9,1.1,0.846,1.3,2.7,4,0.6,0.3,0.4,0.8,2.3,6.8,,mcgeeja01
102,Gary Payton II,29,GSW,SG,12,2,16.9,2.4,3.7,0.659,0.7,1.3,0.533,1.8,2.4,0.724,0.75,1,1.5,0.667,1.1,2,3.1,1.3,1.2,0.6,0.5,1.9,6.5,,paytoga02
103,Alex Caruso,27,CHI,SG,4,4,28.3,2.3,5.8,0.391,1.8,4.5,0.389,0.5,1.3,0.4,0.543,0,0,,0.5,2.3,2.8,4.3,1.3,1,0.3,2.8,6.3,,carusal01
104,Patty Mills,33,BRK,SG,4,0,18,2.3,4,0.563,1.8,3.3,0.538,0.5,0.8,0.667,0.781,0,0,,0,1,1,0,0,0.3,0.3,1.3,6.3,,millspa02
105,Wesley Matthews,35,MIL,SG,12,12,28.8,2.1,5.3,0.391,1.5,3.8,0.4,0.6,1.6,0.368,0.531,0.5,0.8,0.667,0.8,2.3,3.1,1.2,0.8,0.3,0.5,2.3,6.2,,matthwe02
106,Jordan McLaughlin,25,MIN,PG,5,0,16.6,2.4,3.4,0.706,0.8,1.4,0.571,1.6,2,0.8,0.824,0.6,0.8,0.75,0,2.4,2.4,3.4,1,0,0.4,1,6.2,,mclaujo01
107,Royce O'Neale,28,UTA,SF,6,6,31.3,2.3,5.8,0.4,1.2,4.2,0.28,1.2,1.7,0.7,0.5,0.3,0.3,1,1,4.7,5.7,1.5,0.5,0.2,0.5,2.7,6.2,,onealro01
108,Kyle Anderson,28,MEM,PF,12,1,18.4,2.4,4.3,0.569,0.3,1,0.25,2.2,3.3,0.667,0.598,0.9,1.5,0.611,0.8,3.5,4.3,1.8,0.9,0.6,0.8,1.8,6,,anderky01
109,Jaylen Nowell,22,MIN,SG,1,0,12,3,10,0.3,0,5,0,3,5,0.6,0.3,0,0,,0,0,0,1,1,0,0,1,6,,nowelja01
110,Taurean Prince,27,MIN,PF,5,0,13,2,5.4,0.37,0.8,2.8,0.286,1.2,2.6,0.462,0.444,1.2,1.4,0.857,0.2,1.4,1.6,1.2,0.4,0.2,0.8,1,6,,princta02
111,Jaxson Hayes,21,NOP,C,6,6,13.8,2.3,4.2,0.56,0,0.5,0,2.3,3.7,0.636,0.56,1.2,1.8,0.636,0.7,1.8,2.5,0.2,0,0.3,0.7,1.8,5.8,,hayesja02
112,Kevon Looney,25,GSW,C,22,13,20.4,2.6,4,0.659,0,0,,2.6,4,0.659,0.659,0.5,0.8,0.611,2.9,4.8,7.6,2.2,0.4,0.5,0.9,2.3,5.8,,looneke01
113,De'Anthony Melton,23,MEM,SG,10,0,17,2.1,6.5,0.323,1.1,4.4,0.25,1,2.1,0.476,0.408,0.3,0.4,0.75,0.9,2.2,3.1,1.6,1,0.5,1.4,0.9,5.6,,meltode01
114,Duncan Robinson,27,MIA,SG,13,0,12.2,1.9,4.4,0.439,1.4,3.6,0.383,0.5,0.8,0.7,0.596,0.4,0.5,0.833,0.2,1.6,1.8,0.4,0.3,0.1,0.2,1.7,5.6,,robindu01
115,Jarred Vanderbilt,22,MIN,PF,6,6,21.5,2.2,4.5,0.481,0,0,,2.2,4.5,0.481,0.481,1.2,1.7,0.7,2,5.2,7.2,0.7,1.2,0.3,0.8,2.7,5.5,,vandeja01
116,Otto Porter Jr.,28,GSW,PF,19,3,19.5,2,4.1,0.494,1,2.5,0.404,1,1.6,0.633,0.617,0.4,0.5,0.778,0.6,2.8,3.4,1.8,0.9,0.3,0.6,1.8,5.4,,porteot01
117,Jonathan Kuminga,19,GSW,SF,16,3,8.6,1.9,3.8,0.5,0.2,0.8,0.231,1.7,2.9,0.574,0.525,1.3,1.6,0.769,0.3,1.4,1.7,0.5,0.2,0.1,0.7,0.7,5.2,,kuminjo01
118,Trey Murphy III,21,NOP,SF,6,0,20,1.5,3.7,0.409,1.5,3.2,0.474,0,0.5,0,0.614,0.7,0.8,0.8,0.5,2,2.5,0.5,0.5,0.2,0.2,1.5,5.2,,murphtr02
