Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
119,Onyeka Okongwu,21,ATL,C,5,1,21.6,1.8,3.2,0.563,0,0,,1.8,3.2,0.563,0.563,1.6,2,0.8,2.2,3.2,5.4,0.4,0.8,0.8,0.8,3.8,5.2,,okongon01
120,Nickeil Alexander-Walker,23,UTA,SG,1,0,5,2,2,1,0,0,,2,2,1,1,1,1,1,0,1,1,1,1,0,0,0,5,,alexani01
121,Tony Bradley,24,CHI,C,2,0,4,2.5,2.5,1,0,0,,2.5,2.5,1,1,0,0,,0,2,2,0.5,0,0,0,0,5,,bradlto01
122,Shake Milton,25,PHI,SG,12,0,13.2,1.5,3.2,0.474,0.7,1.3,0.533,0.8,1.9,0.435,0.579,1.3,1.7,0.8,0.3,1.3,1.6,0.9,0.5,0.3,0.4,1.1,5,,miltosh01
123,Georges Niang,28,PHI,PF,12,0,16.5,1.7,4,0.417,1.3,3.6,0.372,0.3,0.4,0.8,0.583,0.2,0.2,1,0.3,1.2,1.5,0.9,0.3,0,0.6,2.5,4.8,,niangge01
124,Payton Pritchard,24,BOS,PG,24,0,12.9,1.8,4.3,0.422,1,3,0.333,0.8,1.3,0.633,0.539,0.2,0.3,0.667,0.4,1.5,1.9,1.6,0.3,0.1,0.4,1,4.8,,pritcpa01
125,Naz Reid,22,MIN,C,5,0,10.8,1.4,3.4,0.412,0.6,1.4,0.429,0.8,2,0.4,0.5,1.4,1.4,1,0.4,2.4,2.8,0,0.2,1.2,1,2.8,4.8,,reidna01
126,Caleb Martin,26,MIA,SF,17,0,12.3,1.9,4.7,0.4,0.6,1.9,0.303,1.3,2.8,0.468,0.463,0.1,0.4,0.333,0.7,1.5,2.2,0.3,0.6,0.1,0.6,1,4.5,,martica02
127,Xavier Tillman Sr.,23,MEM,PF,9,6,15.4,2,2.8,0.72,0.1,0.2,0.5,1.9,2.6,0.739,0.74,0.3,0.7,0.5,1.4,1.9,3.3,0.7,0.7,0.1,1.1,1.8,4.4,,tillmxa01
128,Danuel House Jr.,28,UTA,SF,6,0,18.7,1.5,3.7,0.409,0.3,1.7,0.2,1.2,2,0.583,0.455,1,1.3,0.75,0.3,2.5,2.8,0.7,0,0.2,1,1.2,4.3,,houseda01
129,Landry Shamet,24,PHO,SG,12,0,16,1.6,4,0.396,0.8,2.2,0.346,0.8,1.8,0.455,0.49,0.4,0.6,0.714,0.3,1.4,1.7,1.3,0.5,0,0.6,0.8,4.3,,shamela01
130,Daniel Theis,29,BOS,C,16,5,12.5,1.9,3.2,0.588,0.2,0.9,0.214,1.7,2.3,0.73,0.618,0.4,0.5,0.75,0.8,2.4,3.3,0.7,0.3,0.5,0.7,1.6,4.3,,theisda01
131,Cameron Payne,27,PHO,PG,13,0,13.2,1.7,5.7,0.297,0.4,2.3,0.167,1.3,3.4,0.386,0.331,0.4,0.5,0.833,0.2,1.4,1.5,2.1,0.5,0.1,1,1.9,4.2,,payneca01
132,Austin Rivers,29,DEN,SG,5,0,21.6,1.6,3.6,0.444,0.8,2.4,0.333,0.8,1.2,0.667,0.556,0.2,0.2,1,0,0.6,0.6,1.2,1.4,0.2,0.8,3,4.2,,riverau01
133,Dāvis Bertāns,29,DAL,PF,18,0,10.7,1.2,3.1,0.4,1.1,2.8,0.373,0.2,0.2,0.75,0.573,0.6,0.7,0.833,0.2,1.2,1.4,0.3,0.4,0.1,0.2,1.4,4.1,,bertada01
134,Troy Brown Jr.,22,CHI,SF,3,0,12.3,1.7,5.7,0.294,0.7,3.7,0.182,1,2,0.5,0.353,0,0,,0.3,2.3,2.7,1,0.7,0,1,0.7,4,,browntr01
135,Ayo Dosunmu,22,CHI,SG,5,1,17.2,1.6,5.2,0.308,0.6,2.6,0.231,1,2.6,0.385,0.365,0.2,0.2,1,0.8,1.8,2.6,2.2,0.2,0,0.6,1,4,,dosunay01
136,Bryn Forbes,28,DEN,SG,5,0,15.2,1.2,3,0.4,0.8,2.2,0.364,0.4,0.8,0.5,0.533,0.8,1,0.8,0.2,0.4,0.6,1.4,0.2,0,0.4,1.4,4,,forbebr01
137,Devonte' Graham,26,NOP,PG,6,0,10,1,3,0.333,0.8,2.3,0.357,0.2,0.7,0.25,0.472,1.2,1.3,0.875,0.3,1.2,1.5,0.7,0.2,0.2,0.7,0.5,4,,grahade01
138,JaMychal Green,31,DEN,PF,5,0,13.8,1.2,3.2,0.375,0.2,1,0.2,1,2.2,0.455,0.406,1.4,1.4,1,0.6,1.8,2.4,0.4,0,0.2,0.4,2.4,4,,greenja01
139,Blake Griffin,32,BRK,C,2,0,12.5,1,3.5,0.286,1,2.5,0.4,0,1,0,0.429,1,1,1,1,1,2,2,0.5,0.5,0.5,1.5,4,,griffbl01
140,Dewayne Dedmon,32,MIA,C,14,0,9.9,1.5,3.2,0.467,0.1,0.7,0.1,1.4,2.5,0.571,0.478,0.7,0.9,0.833,1.1,1.9,3,0.4,0.1,0.2,0.5,2.6,3.8,,dedmode01
141,Andre Drummond,28,BRK,C,4,4,15,1.5,2.8,0.545,0,0,,1.5,2.8,0.545,0.545,0.8,1.3,0.6,0.8,2.3,3,0.8,1.3,0.8,1.5,3,3.8,,drumman01
142,Jeff Green,35,DEN,PF,5,5,22.6,1.2,3.4,0.353,0.6,1.6,0.375,0.6,1.8,0.333,0.441,0.8,1,0.8,1.4,2.2,3.6,0.4,0.6,0.4,0.4,1.2,3.8,,greenje02
143,Derrick Jones Jr.,24,CHI,PF,5,0,11.8,1.4,3.4,0.412,0.6,2.2,0.273,0.8,1.2,0.667,0.5,0.4,0.6,0.667,0.6,0.8,1.4,0.4,0.2,0,0.6,1.6,3.8,,jonesde02
144,Paul Reed,22,PHI,C,12,0,11.7,1.6,3,0.528,0.2,0.3,0.667,1.4,2.8,0.515,0.556,0.3,0.6,0.571,1.8,2,3.8,0.8,0.8,0.5,0.8,2.4,3.7,,reedpa01
145,Aaron Holiday,25,PHO,PG,6,0,3.3,1.3,2.3,0.571,0.8,1.2,0.714,0.5,1.2,0.429,0.75,0,0.2,0,0.5,0,0.5,1.5,0.5,0.2,0,0.2,3.5,,holidaa01
146,Steven Adams,28,MEM,C,7,5,16.3,1.3,3,0.429,0,0,,1.3,3,0.429,0.429,0.9,1.6,0.545,2.1,4.3,6.4,2.1,0.1,0.1,0.6,1.7,3.4,,adamsst01
147,DeAndre Jordan,33,PHI,C,3,2,10.3,1.7,1.7,1,0,0,,1.7,1.7,1,1,0,0,,0.3,2,2.3,0.3,0,0.7,0.7,1.3,3.3,,jordade01
148,Thaddeus Young,33,TOR,PF,6,0,14.5,1.5,3,0.5,0.2,1.2,0.143,1.3,1.8,0.727,0.528,0.2,0.7,0.25,1.2,1.8,3,1.7,0.8,0.2,0.5,1.3,3.3,,youngth01
149,Trey Burke,29,DAL,PG,10,0,3.7,1.1,2.2,0.5,0.4,1,0.4,0.7,1.2,0.583,0.591,0.6,0.6,1,0,0.3,0.3,0.4,0.1,0,0.1,0.3,3.2,,burketr01
150,Moses Moody,19,GSW,SG,13,0,8.1,1.2,2.2,0.536,0.5,1,0.538,0.6,1.2,0.533,0.661,0.3,0.5,0.667,0.2,0.5,0.6,0.3,0.2,0.2,0.2,0.3,3.2,,moodymo01
151,Dwight Powell,30,DAL,C,18,18,13.8,1.2,1.9,0.629,0,0.1,0,1.2,1.8,0.667,0.629,0.8,1.3,0.609,0.9,1.7,2.6,0.2,0.2,0.3,0.5,2.2,3.2,,poweldw01
152,Furkan Korkmaz,24,PHI,SG,9,0,6.8,1.2,2.6,0.478,0.4,1.1,0.4,0.8,1.4,0.538,0.565,0.2,0.2,1,0.1,1.2,1.3,0.4,0.1,0.1,0.2,0.8,3.1,,korkmfu01
153,Khem Birch,29,TOR,C,6,4,10.5,1.3,2.7,0.5,0.3,0.7,0.5,1,2,0.5,0.563,0,0,,0.7,0.8,1.5,0.5,0.2,0.2,0.5,2.2,3,,birchkh01
154,Naji Marshall,24,NOP,SF,6,0,9.3,1.2,1.7,0.7,0,0,,1.2,1.7,0.7,0.7,0.7,0.7,1,0.5,0.5,1,0.8,0.2,0.2,0.5,0.8,3,,marshna01
155,Matisse Thybulle,24,PHI,SG,9,0,15.2,1.2,2.7,0.458,0.4,1.6,0.286,0.8,1.1,0.7,0.542,0.1,0.3,0.333,0.2,0.8,1,0.4,0.8,0.8,0.2,1.7,3,,thybuma01
156,Nemanja Bjelica,33,GSW,C,15,0,10,1.2,2.3,0.529,0.2,0.5,0.375,1,1.7,0.577,0.574,0.3,0.5,0.571,0.4,1.7,2.1,1.1,0.3,0.1,0.5,1.4,2.9,,bjeline01
157,Bismack Biyombo,29,PHO,C,9,0,9.6,1.2,1.9,0.647,0,0,,1.2,1.9,0.647,0.647,0.3,0.7,0.5,0.9,1.2,2.1,0.6,0.1,0.2,0.7,1.4,2.8,,biyombi01
158,Omer Yurtseven,23,MIA,C,9,0,4.2,1.3,2,0.667,0,0.2,0,1.3,1.8,0.75,0.667,0.1,0.3,0.333,0.1,0.7,0.8,0.3,0,0.1,0,0.2,2.8,,yurtsom01
159,Vlatko Čančar,24,DEN,PF,2,0,4.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,0,0,,0,1,1,0.5,0,0,1,0,2.5,,cancavl01
160,Jarrett Culver,22,MEM,SG,3,0,7.3,1,3.3,0.3,0,0.7,0,1,2.7,0.375,0.3,0.3,0.7,0.5,0.7,1.7,2.3,0.3,0.7,0,0.7,1.3,2.3,,culveja01
161,Juancho Hernangómez,26,UTA,PF,6,0,9.3,0.8,3,0.278,0.7,2,0.333,0.2,1,0.167,0.389,0,0,,0.3,1.7,2,0.8,0.3,0,0.3,0.7,2.3,,hernaju01
162,Torrey Craig,31,PHO,SF,9,0,7.7,0.9,2.4,0.364,0.3,1.1,0.3,0.6,1.3,0.417,0.432,0.1,0.2,0.5,0.6,1.1,1.7,0.6,0.4,0.2,0.4,0.7,2.2,,craigto01
163,Jevon Carter,26,MIL,PG,11,0,11.5,0.8,1.7,0.474,0.3,0.6,0.429,0.5,1.1,0.5,0.553,0.2,0.2,1,0.3,1.2,1.5,0.9,0.7,0,0.5,1.1,2.1,,carteje01
164,Isaac Bonga,22,TOR,SF,1,0,3,0,0,,0,0,,0,0,,,2,2,1,0,1,1,0,0,0,0,1,2,,bongais01
165,Clint Capela,27,ATL,C,2,2,20,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,2,5.5,7.5,0,0.5,0.5,0.5,1,2,,capelca01
166,Willy Hernangómez,27,NOP,C,1,0,2,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,,2,0,2,0,0,0,0,1,2,,hernawi01
167,Damion Lee,29,GSW,SG,16,0,7.8,0.8,2.1,0.382,0.3,1,0.25,0.6,1.1,0.5,0.441,0.1,0.2,0.667,0.3,1.3,1.6,0.4,0.1,0,0.4,0.5,2,,leeda03
168,Greg Monroe,31,MIN,C,2,0,3.5,1,2.5,0.4,0,0,,1,2.5,0.4,0.4,0,0,,0.5,0.5,1,0.5,1,0,0.5,0.5,2,,monrogr01
169,Eric Paschall,25,UTA,PF,4,0,6,0.8,1.5,0.5,0.3,0.5,0.5,0.5,1,0.5,0.583,0.3,0.3,1,0.3,1,1.3,0,0.3,0,0,0.8,2,,pascher01
170,Elfrid Payton,27,PHO,PG,2,0,4,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0,0,0,1.5,0,0,0,0,2,,paytoel01
171,Frank Ntilikina,23,DAL,SG,12,0,10.4,0.7,2,0.333,0.5,1.7,0.3,0.2,0.3,0.5,0.458,0.1,0.1,1,0.2,0.8,1,0.8,0.7,0.1,0.5,1.6,1.9,,ntilila01
172,Ish Wainright,27,PHO,PF,7,0,3.7,0.7,1.7,0.417,0.4,0.9,0.5,0.3,0.9,0.333,0.542,0,0,,1,0.6,1.6,0.1,0.1,0.1,0.4,0.3,1.9,,wainris01
173,Dalano Banton,22,TOR,PG,4,0,2,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.8,1.5,0.5,0.5,0,0.5,0.3,0.3,0,0.3,0,1.8,,bantoda01
174,Marquese Chriss,24,DAL,PF,8,0,3.8,0.5,1,0.5,0.1,0.3,0.5,0.4,0.8,0.5,0.563,0.6,0.8,0.833,0.5,0.6,1.1,0,0,0,0.1,0.4,1.8,,chrisma01
175,Hassan Whiteside,32,UTA,C,6,0,10.8,0.8,2,0.417,0,0,,0.8,2,0.417,0.417,0.2,0.7,0.25,1.3,3.8,5.2,0,0.3,1.3,0,1.5,1.8,,whiteha01
176,Andre Iguodala,38,GSW,SF,7,0,8.7,0.6,1.3,0.444,0.1,0.4,0.333,0.4,0.9,0.5,0.5,0.3,0.4,0.667,0.4,0.6,1,1.7,0,0.3,0.6,1.6,1.6,,iguodan01
177,Gorgui Dieng,32,ATL,C,2,0,5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1.5,0,0,0,0,0,1.5,,dienggo01
178,Serge Ibaka,32,MIL,C,6,0,3.7,0.7,2.7,0.25,0,0.5,0,0.7,2.2,0.308,0.25,0.2,0.3,0.5,0.3,1.3,1.7,0,0,0,0.3,0.2,1.5,,ibakase01
179,Zeke Nnaji,21,DEN,PF,2,0,4.5,0.5,0.5,1,0.5,0.5,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,1,1.5,,nnajize01
180,Javonte Green,28,CHI,SF,5,1,14.4,0.6,3.4,0.176,0,1.2,0,0.6,2.2,0.273,0.176,0.2,0.4,0.5,1.6,1.4,3,0.4,1.8,0,0.8,1.6,1.4,,greenja02
181,Josh Green,21,DAL,SG,16,0,7.6,0.5,1.8,0.286,0.3,1.4,0.227,0.2,0.4,0.5,0.375,0.1,0.5,0.25,0.1,0.7,0.8,0.4,0.3,0,0,1,1.4,,greenjo02
182,Timothé Luwawu-Cabarrot,26,ATL,SF,4,0,5.5,0.5,1,0.5,0.3,0.8,0.333,0.3,0.3,1,0.625,0,0,,0,0.8,0.8,0.5,0,0,0.3,1.5,1.3,,luwawti01
183,Boban Marjanović,33,DAL,C,3,0,2,0.3,1.3,0.25,0,0,,0.3,1.3,0.25,0.25,0.7,0.7,1,0,1,1,0,0.3,0,0.7,0,1.3,,marjabo01
184,Sterling Brown,26,DAL,SG,9,0,2.9,0.3,1.1,0.3,0,0.4,0,0.3,0.7,0.5,0.3,0.6,0.8,0.714,0.1,0.8,0.9,0.3,0.4,0.2,0.3,0,1.2,,brownst02
185,Jaden Springer,19,PHI,SG,5,0,2.6,0.6,1.2,0.5,0,0.2,0,0.6,1,0.6,0.5,0,0,,0,0.8,0.8,0.4,0,0,0,0.2,1.2,,sprinja01
186,Haywood Highsmith,25,MIA,SF,8,0,3.9,0.4,0.9,0.429,0.4,0.6,0.6,0,0.3,0,0.643,0,0,,0.3,0.4,0.6,0.4,0,0,0.4,0.3,1.1,,highsha01
187,John Konchar,25,MEM,SG,8,0,7,0.4,1.4,0.273,0.1,0.8,0.167,0.3,0.6,0.4,0.318,0.3,0.3,1,0.4,2,2.4,0.6,0.4,0.1,0.1,0.9,1.1,,konchjo01
188,George Hill,35,MIL,PG,5,0,15.2,0.2,1,0.2,0.2,0.4,0.5,0,0.6,0,0.3,0.4,0.4,1,0.2,1,1.2,0.6,0,0,0.2,2,1,,hillge01
189,Skylar Mays,24,ATL,SG,2,0,4.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0,0.5,0.5,0.5,0.5,0,0,0.5,1,,mayssk01
190,Nik Stauskas,28,BOS,SG,13,0,1.8,0.2,0.9,0.25,0.2,0.8,0.3,0,0.2,0,0.375,0.3,0.3,1,0,0.3,0.3,0.3,0,0,0,0,1,,stausni01
191,Yuta Watanabe,27,TOR,SF,4,0,2.5,0.5,1.5,0.333,0,0.3,0,0.5,1.3,0.4,0.333,0,0,,0,0,0,0,0,0,0.3,0,1,,watanyu01
192,Malik Fitts,24,BOS,PF,9,0,1.8,0.3,0.4,0.75,0.2,0.2,1,0.1,0.2,0.5,1,0,0,,0,0.2,0.2,0,0,0,0,0,0.9,,fittsma01
193,Luke Kornet,26,BOS,C,9,0,2.1,0.3,0.4,0.75,0.1,0.1,1,0.2,0.3,0.667,0.875,0,0,,0.1,0.4,0.6,0.1,0,0,0.1,0.1,0.8,,kornelu01
194,Aaron Nesmith,22,BOS,SF,15,0,3.5,0.3,1.1,0.235,0.1,0.7,0.091,0.2,0.4,0.5,0.265,0.2,0.3,0.75,0.3,0.7,1,0.2,0.1,0.3,0.1,0.4,0.8,,nesmiaa01
195,Tristan Thompson,30,CHI,C,5,0,7.6,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0,0,,0.4,1.2,1.6,0.4,0.2,0,1,0.8,0.8,,thomptr01
196,Juan Toscano-Anderson,28,GSW,SF,14,0,3.5,0.3,0.7,0.4,0.1,0.4,0.4,0.1,0.4,0.4,0.5,0.1,0.2,0.333,0,0.7,0.7,0.6,0.1,0.1,0.6,0.2,0.8,,toscaju01
197,Charles Bassey,21,PHI,C,3,0,4,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0.3,0,0.3,1.3,1.7,0.3,0,0.3,0,0.3,0.7,,bassech01
198,Sam Hauser,24,BOS,SF,7,0,2.1,0.1,0.6,0.25,0.1,0.4,0.333,0,0.1,0,0.375,0.3,0.3,1,0,0.1,0.1,0.3,0,0,0,0,0.7,,hausesa01
199,Isaiah Joe,22,PHI,SG,7,0,2.1,0.3,0.7,0.4,0.1,0.4,0.333,0.1,0.3,0.5,0.5,0,0,,0,0.3,0.3,0,0,0,0.4,0.1,0.7,,joeis01
200,Luca Vildoza,26,MIL,PG,7,0,2.4,0.3,0.9,0.333,0.1,0.7,0.2,0.1,0.1,1,0.417,0,0,,0.1,0.1,0.3,0.6,0.3,0,0,0.3,0.7,,vildolu01
201,Thanasis Antetokounmpo,29,MIL,SF,8,0,2.5,0.3,0.4,0.667,0,0,,0.3,0.4,0.667,0.667,0.1,0.4,0.333,0.1,0.4,0.5,0.1,0.1,0,0,0.5,0.6,,antetth01
202,Jordan Nwora,23,MIL,SF,8,0,2.5,0.3,1.1,0.222,0,0.5,0,0.3,0.6,0.4,0.222,0,0.3,0,0,0.4,0.4,0.3,0,0,0,0,0.5,,nworajo01
203,Svi Mykhailiuk,24,TOR,SF,3,0,1.7,0,0.7,0,0,0.7,0,0,0,,0,0.3,0.3,1,0,0.3,0.3,0,0,0,0,0.3,0.3,,mykhasv01
204,Rayjon Tucker,24,MIL,SG,8,0,2.4,0.1,0.4,0.333,0,0.1,0,0.1,0.3,0.5,0.333,0,0,,0.1,0.3,0.4,0,0,0,0,0.3,0.3,,tuckera01
205,Juwan Morgan,24,BOS,PF,9,0,1.7,0,0.1,0,0,0.1,0,0,0,,0,0.1,0.2,0.5,0.2,0.1,0.3,0,0,0,0,0.1,0.1,,morgaju01
206,Armoni Brooks,23,TOR,PG,4,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,0,0,0,0,0,0,,brookar01
207,Jared Butler,21,UTA,SG,1,0,5,0,2,0,0,0,,0,2,0,0,0,0,,0,1,1,0,0,0,0,0,0,,butleja02
208,Facundo Campazzo,30,DEN,PG,4,0,3.3,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0.8,0.8,0.5,0,0,0.5,0.8,0,,campafa01
209,Kessler Edwards,21,BRK,SF,2,0,3.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0.5,0.5,0,0.5,1.5,0,,edwarke02
210,Malachi Flynn,23,TOR,PG,6,0,6,0,1.2,0,0,0.5,0,0,0.7,0,0,0,0,,0.3,0.2,0.5,0.5,0.2,0,0.2,1,0,,flynnma01
211,Jalen Johnson,20,ATL,PF,2,0,4.5,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0,0,0,0,0,0.5,0,0,,johnsja05
212,Paul Millsap,36,PHI,C,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,1,0,,millspa01
213,Markieff Morris,32,MIA,PF,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,1,2,0,,morrima02
214,Josh Okogie,23,MIN,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,okogijo01
215,Day'Ron Sharpe,20,BRK,PF,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,sharpda01
216,Garrett Temple,35,NOP,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,,templga01
217,Cam Thomas,20,BRK,SG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,thomaca02
,League Average,,,,,,,,,0.456,,,0.355,,,0.527,0.529,,,0.785,,,,,,,,,,,-9999
