Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
17,Jaylen Brown,27,BOS,SF,19,19,37.2,9.2,17.8,0.516,1.9,5.8,0.327,7.3,12.1,0.607,0.569,3.6,5.4,0.66,1.2,4.8,5.9,3.3,1.2,0.6,2.7,2.7,23.9,Finals MVP-1,brownja02
18,Bam Adebayo,26,MIA,C,5,5,38.4,9.6,19.4,0.495,0.4,2,0.2,9.2,17.4,0.529,0.505,3,4.2,0.714,2.2,7.2,9.4,3.8,0.4,0,1.6,3,22.6,,adebaba01
19,Kyrie Irving,31,DAL,SG,22,22,40,8.5,18.1,0.467,2.4,6.2,0.39,6,11.9,0.508,0.534,2.8,3.3,0.849,1,2.7,3.7,5.1,1,0.3,2.3,2.8,22.1,,irvinky01
20,Pascal Siakam,29,IND,PF,17,17,35.5,9.2,17.1,0.541,0.8,2.8,0.298,8.4,14.3,0.588,0.566,2.3,3.7,0.619,2.5,5.1,7.5,3.8,0.8,0.4,1.1,2.8,21.6,,siakapa01
21,James Harden,34,LAC,PG,6,6,40.3,6.7,14.8,0.449,3,7.8,0.383,3.7,7,0.524,0.551,4.8,5.3,0.906,0.5,4,4.5,8,1,1,2.3,2.2,21.2,,hardeja01
22,Jamal Murray,26,DEN,PG,12,12,38.5,8.3,20.8,0.402,1.9,6.1,0.315,6.4,14.7,0.438,0.448,2,2.2,0.923,0.8,3.6,4.3,5.6,0.8,0.5,2.6,2.3,20.6,,murraja01
23,Paul George,33,LAC,PF,6,6,37,6.5,15.8,0.411,3,8.2,0.367,3.5,7.7,0.457,0.505,3.5,4.2,0.84,0.5,6.3,6.8,4.8,1.2,0.5,2.3,3.7,19.5,,georgpa01
24,Karl-Anthony Towns,28,MIN,PF,16,16,32.6,6.8,14.5,0.466,1.9,5.2,0.361,4.9,9.3,0.523,0.53,3.7,4.3,0.855,2.2,6.8,9,2.6,0.8,0.2,1.7,3.4,19.1,,townska01
25,Franz Wagner,22,ORL,SF,7,7,37,6,14.7,0.408,1.3,4.9,0.265,4.7,9.9,0.478,0.451,5.6,6.3,0.886,1.4,5.4,6.9,4.4,0.7,1.3,1.3,2.9,18.9,,wagnefr01
26,Tyrese Haliburton,23,IND,PG,15,15,34.8,7,14.3,0.488,3.5,9.3,0.379,3.5,5,0.693,0.612,1.1,1.3,0.85,0.8,4,4.8,8.2,1.3,0.7,2.1,0.9,18.7,,halibty01
27,Jalen Williams,22,OKC,PF,10,10,37.7,7.5,16,0.469,1.5,3.9,0.385,6,12.1,0.496,0.516,2.2,2.7,0.815,1.3,5.5,6.8,5.4,1.7,0.5,1.9,2.1,18.7,,willija06
28,Donte DiVincenzo,27,NYK,SG,13,13,35.8,6.2,14.7,0.419,3.5,8.2,0.425,2.7,6.5,0.412,0.537,2,2.3,0.867,1,3,4,2.6,1.2,0.9,1.2,2.2,17.8,,divindo01
29,CJ McCollum,32,NOP,PG,4,4,37,7.8,18.5,0.419,1.8,7.3,0.241,6,11.3,0.533,0.466,0.5,0.5,1,0.5,4.3,4.8,4.8,1.8,0.8,4,3.5,17.8,,mccolcj01
30,Brook Lopez,35,MIL,C,6,6,33.3,7.3,12.5,0.587,1.7,3.8,0.435,5.7,8.7,0.654,0.653,1.3,2.5,0.533,1.8,2.5,4.3,1.8,0,1.3,1.5,1.7,17.7,,lopezbr01
31,Jarrett Allen,25,CLE,C,4,4,31.8,6.3,9.3,0.676,0,0,,6.3,9.3,0.676,0.676,4.5,6.5,0.692,3.8,10,13.8,1.3,1.3,1,1.3,2,17,,allenja01
32,Myles Turner,27,IND,C,17,17,32.4,6.2,12.1,0.517,2.3,5.1,0.453,3.9,7,0.563,0.612,2.2,2.9,0.76,1.5,5.1,6.6,2.1,0.5,1.5,1.9,2.6,17,,turnemy01
33,Tyler Herro,24,MIA,SG,5,5,37,6,15.6,0.385,3,8.6,0.349,3,7,0.429,0.481,1.8,2,0.9,0,3.6,3.6,5.4,0.4,0,2.8,2,16.8,,herroty01
34,Austin Reaves,25,LAL,SG,5,5,34.8,6,12.6,0.476,1.4,5.2,0.269,4.6,7.4,0.622,0.532,3.4,3.8,0.895,1,2.8,3.8,3.6,1.4,0.6,0.8,1.6,16.8,,reaveau01
35,Derrick White,29,BOS,SG,19,19,35.6,5.7,12.7,0.452,3.4,8.5,0.404,2.3,4.2,0.55,0.587,1.8,2,0.921,1,3.3,4.3,4.1,0.9,1.2,0.8,2.3,16.7,,whitede01
36,Bradley Beal,30,PHO,SG,4,4,38.5,6.5,14.8,0.441,2.5,5.8,0.435,4,9,0.444,0.525,1,1.3,0.8,1.5,1.3,2.8,4.5,0.8,0.3,3.3,3.8,16.5,,bealbr01
37,Bobby Portis,28,MIL,PF,6,6,31.2,7.3,15.2,0.484,0.5,2,0.25,6.8,13.2,0.519,0.5,1.3,2.2,0.615,2.7,8.7,11.3,1,0.5,0.2,1.5,2.2,16.5,,portibo01
38,Ivica Zubac,26,LAC,C,6,6,32,7,11.7,0.6,0,0,,7,11.7,0.6,0.6,2.2,3.3,0.65,3,6.3,9.3,1,0.8,0.5,1.3,3.5,16.2,,zubaciv01
39,Evan Mobley,22,CLE,PF,12,12,35.2,6.8,12.2,0.555,0.4,1.5,0.278,6.3,10.7,0.594,0.572,2.1,3,0.694,2.5,6.8,9.3,2.3,0.8,2.2,1.8,2.8,16,,mobleev01
40,Michael Porter Jr.,25,DEN,SF,12,12,36.9,5.7,12.2,0.466,2.8,6.8,0.407,2.9,5.4,0.538,0.579,1.7,2.2,0.769,0.7,6.2,6.8,1.1,0.9,0.8,1.5,2.3,15.8,,portemi01
41,Darius Garland,24,CLE,PG,12,12,36,6.1,14.3,0.427,2.1,5.9,0.352,4,8.3,0.48,0.5,1.4,1.8,0.81,0.1,3.5,3.6,5.8,1.1,0.2,2.3,2.8,15.7,,garlada01
42,Chet Holmgren,21,OKC,C,10,10,34.5,5.9,11.9,0.496,1.3,5,0.26,4.6,6.9,0.667,0.55,2.5,3.3,0.758,1.4,5.8,7.2,2.1,0.7,2.5,1.9,2.6,15.6,,holmgch01
43,OG Anunoby,26,NYK,SF,9,9,36,6.2,12.3,0.505,1.8,4.3,0.41,4.4,8,0.556,0.577,0.9,1.4,0.615,0.8,5.2,6,1.1,0.9,1,1.1,1.7,15.1,,anunoog01
44,Andrew Nembhard,24,IND,PG,17,17,32.6,6,10.7,0.56,1.7,3.5,0.483,4.3,7.2,0.598,0.64,1.2,1.5,0.769,0.8,2.5,3.3,5.5,0.4,0.2,1.4,3.3,14.9,,nembhan01
45,Alec Burks,32,NYK,SG,6,0,20.2,4.2,8.3,0.5,2,4.7,0.429,2.2,3.7,0.591,0.62,4.5,5.3,0.844,0.7,2.7,3.3,1,0.2,0.2,0,1,14.8,,burksal01
46,Jalen Suggs,22,ORL,SG,7,7,33.1,4.7,11.7,0.402,2,6.9,0.292,2.7,4.9,0.559,0.488,3.3,4.3,0.767,1.6,3.6,5.1,3.3,1.3,0.4,2.9,2.6,14.7,,suggsja01
47,Josh Hart,28,NYK,SF,13,13,42.2,5.1,11.5,0.44,1.7,4.5,0.373,3.4,7,0.484,0.513,2.7,3.7,0.729,2.8,8.7,11.5,4.5,1,0.8,2.6,3.2,14.5,,hartjo01
48,Jonas Valančiūnas,31,NOP,C,4,4,22.5,5.5,10.5,0.524,0,0.3,0,5.5,10.3,0.537,0.524,3.5,4.3,0.824,4.5,6.5,11,1.3,0.5,0,2.5,2.3,14.5,,valanjo01
49,Aaron Gordon,28,DEN,PF,12,12,37.1,5.8,9.8,0.585,0.9,2.3,0.407,4.8,7.6,0.637,0.631,1.9,2.3,0.821,3,4.3,7.3,4.4,0.8,0.6,1.5,2.3,14.3,,gordoaa01
50,Brandon Ingram,26,NOP,SF,4,4,36.3,4.8,13.8,0.345,0.5,2,0.25,4.3,11.8,0.362,0.364,4.3,4.8,0.895,0.3,4.3,4.5,3.3,1,1.3,2.3,2,14.3,,ingrabr01
51,D'Angelo Russell,27,LAL,PG,5,5,37,5.6,14.6,0.384,2.8,8.8,0.318,2.8,5.8,0.483,0.479,0.2,0.4,0.5,0.2,2.6,2.8,4.2,0.8,0.2,1.8,1.2,14.2,,russeda01
52,Jrue Holiday,33,BOS,PG,19,19,37.9,5.1,10.2,0.503,1.8,4.6,0.402,3.3,5.6,0.585,0.593,1.1,1.2,0.955,1.9,4.2,6.1,4.4,1.1,0.6,1.5,2.1,13.2,,holidjr01
53,Kelly Oubre Jr.,28,PHI,SF,6,6,37.3,5.2,10.7,0.484,1.5,3.8,0.391,3.7,6.8,0.537,0.555,1.3,1.8,0.727,1.5,2.5,4,1.7,1.8,1.2,1.3,4,13.2,,oubreke01
54,Herbert Jones,25,NOP,SF,4,4,35.3,4,10.3,0.39,2,6,0.333,2,4.3,0.471,0.488,3,3,1,1.5,3.5,5,2.5,1.3,0.3,2.8,3.8,13,,joneshe01
55,P.J. Washington,25,DAL,PF,22,22,35.7,4.5,10.6,0.427,2.1,6.1,0.348,2.4,4.5,0.535,0.528,1.8,2.5,0.709,1.5,5.1,6.6,1.4,0.7,0.8,1.5,3,13,,washipj01
56,Jaime Jaquez Jr.,22,MIA,SF,4,4,30.8,5.3,13,0.404,0.8,3.3,0.231,4.5,9.8,0.462,0.433,1.5,1.8,0.857,0.5,2.8,3.3,3,0.8,0.5,1.8,1.5,12.8,,jaqueja01
57,Norman Powell,30,LAC,SG,6,0,29.8,4.3,10.2,0.426,2.2,4.8,0.448,2.2,5.3,0.406,0.533,2,2.5,0.8,0.5,2.3,2.8,0.3,0.5,0,1.2,3.3,12.8,,powelno01
58,Kristaps Porziņģis,28,BOS,C,7,4,23.6,4,8.6,0.467,1.4,4.1,0.345,2.6,4.4,0.581,0.55,2.9,3.1,0.909,0.6,3.9,4.4,1.1,0.7,1.6,0.7,2.1,12.3,,porzikr01
59,Jaden McDaniels,23,MIN,SF,16,16,33.6,4.5,8.8,0.514,1.5,3.5,0.429,3,5.3,0.571,0.6,1.7,2.2,0.771,1.8,2.1,3.8,1.1,0.9,1.1,1.1,3.4,12.2,,mcdanja02
60,Rudy Gobert,31,MIN,C,15,15,34.1,4.3,6.9,0.615,0,0,,4.3,6.9,0.615,0.615,3.5,5.3,0.671,2.7,7.1,9.8,1.6,0.9,1,1.5,3.7,12.1,,goberru01
61,Kawhi Leonard,32,LAC,SF,2,2,29.5,5.5,12,0.458,0,2.5,0,5.5,9.5,0.579,0.458,1,1.5,0.667,1.5,6.5,8,2,2,0.5,2,1.5,12,,leonaka01
62,T.J. McConnell,31,IND,PG,17,0,20.5,5.3,10.9,0.486,0.4,1.5,0.269,4.9,9.4,0.522,0.505,0.8,0.9,0.867,0.6,2.4,3.1,5.1,0.9,0.1,1.2,1.5,11.8,,mccontj01
63,Mike Conley,36,MIN,PG,15,15,31.6,4.1,9.7,0.428,2,5.1,0.395,2.1,4.6,0.464,0.531,1.3,1.9,0.714,0.7,3.2,3.9,5.7,1.4,0.2,1.3,2.5,11.6,,conlemi01
64,Caleb Martin,28,MIA,SF,5,5,35.2,4.2,9,0.467,2.2,5,0.44,2,4,0.5,0.589,1,1,1,1,2.6,3.6,1.4,0.6,0,0.6,2.8,11.6,,martica02
65,Trey Murphy III,23,NOP,SF,4,4,42,4.5,12,0.375,2.5,7.5,0.333,2,4.5,0.444,0.479,0,0,,0.8,5.8,6.5,2.3,1.3,1.5,2,3,11.5,,murphtr02
66,Naz Reid,24,MIN,PF,16,0,22.6,4.1,8.9,0.458,1.6,4.3,0.362,2.5,4.6,0.548,0.546,1.4,1.9,0.71,0.6,3.1,3.7,1,0.5,0.8,0.9,2,11.1,,reidna01
67,Miles McBride,23,NYK,PG,13,2,26.7,4.2,9.5,0.435,1.9,5.2,0.368,2.2,4.3,0.518,0.536,0.8,0.9,0.833,0.5,1.7,2.2,1.9,0.5,0.2,0.8,2.3,11,,mcbrimi01
68,Obi Toppin,25,IND,PF,17,0,20.2,4.3,7.9,0.541,1.2,3.3,0.357,3.1,4.6,0.671,0.615,1.1,1.5,0.76,0.6,3.8,4.4,1.7,0.4,0.4,0.8,1.2,10.9,,toppiob01
69,Luguentz Dort,24,OKC,SF,10,10,35,3.3,9.1,0.363,2.5,6.4,0.391,0.8,2.7,0.296,0.5,1.6,1.9,0.842,1.9,2.7,4.6,2,1.3,0.2,1.1,4.2,10.7,,dortlu01
70,Aaron Nesmith,24,IND,SF,17,17,32.9,3.6,8.3,0.433,1.3,4.6,0.278,2.3,3.6,0.629,0.511,2,2.2,0.919,1.1,3.8,4.9,2.2,0.6,0.5,1.4,3.9,10.5,,nesmiaa01
71,Caris LeVert,29,CLE,SG,11,1,25.3,4,9.3,0.431,0.5,3,0.182,3.5,6.3,0.551,0.461,1.5,2.4,0.654,0.7,2.9,3.6,2.3,0.8,0.5,1.3,1.3,10.1,,leverca01
72,Max Strus,27,CLE,SF,12,12,36.2,3.5,8.6,0.408,2.1,6,0.347,1.4,2.6,0.548,0.529,0.4,0.4,1,0.7,4.7,5.3,2.9,0.8,0,1.3,3.4,9.5,,strusma01
73,Nikola Jović,20,MIA,PF,5,5,25.6,3.2,7.2,0.444,1.8,4.4,0.409,1.4,2.8,0.5,0.569,1.2,1.4,0.857,0.4,6.2,6.6,2.2,1,0.6,1.2,1.8,9.4,,jovicni01
74,Terance Mann,27,LAC,SG,6,6,31.2,3.2,7.7,0.413,1.7,3.7,0.455,1.5,4,0.375,0.522,1.3,1.3,1,2.8,2.2,5,1.8,0,0,0.8,3.2,9.3,,mannte01
75,Al Horford,37,BOS,C,19,15,30.3,3.5,7.3,0.478,1.8,5,0.368,1.6,2.3,0.721,0.605,0.4,0.6,0.636,1.8,5.2,7,2.1,0.8,0.8,0.6,1.5,9.2,,horfoal01
76,Derrick Jones Jr.,26,DAL,SF,22,22,29.4,3.5,7.3,0.481,1.1,3,0.369,2.4,4.3,0.558,0.556,1,1.4,0.733,1.5,2,3.5,1.2,0.5,1,0.8,2.5,9.1,,jonesde02
77,Daniel Gafford,25,DAL,PF,22,22,20.2,3.5,5.6,0.634,0,0,,3.5,5.6,0.634,0.634,1.9,3,0.631,1.9,3.6,5.5,0.7,0.3,1.5,0.9,1.7,9,,gaffoda01
78,Tobias Harris,31,PHI,PF,6,6,36.3,3.7,8.5,0.431,1,3,0.333,2.7,5.5,0.485,0.49,0.7,0.7,1,1.5,5.7,7.2,1.5,0.2,0.5,0.5,1.8,9,,harrito02
79,Naji Marshall,26,NOP,SF,4,0,21,3,7,0.429,1.5,3.8,0.4,1.5,3.3,0.462,0.536,1.5,1.5,1,0.8,2,2.8,1.3,0.5,0.5,0.5,2.3,9,,marshna01
80,Malik Beasley,27,MIL,SG,6,2,21.8,3.5,6.8,0.512,1.8,4.2,0.44,1.7,2.7,0.625,0.646,0,0,,0.2,2.3,2.5,0.7,0.7,0,0.5,1.5,8.8,,beaslma01
81,Josh Giddey,21,OKC,SG,10,8,18.1,3.4,7.5,0.453,1.2,3.4,0.353,2.2,4.1,0.537,0.533,0.7,0.8,0.875,0.7,2.9,3.6,2.1,0.2,0.4,1.2,0.9,8.7,,giddejo01
82,Isaiah Hartenstein,25,NYK,C,13,13,29.8,3.5,5.8,0.592,0.1,0.2,0.5,3.4,5.7,0.595,0.599,1.5,1.7,0.864,3.8,4.1,7.8,3.5,0.3,0.9,1.5,3.2,8.5,,harteis01
83,Patrick Beverley,35,MIL,PG,6,6,35,2.7,6.5,0.41,0.7,1.8,0.364,2,4.7,0.429,0.462,2.2,2.5,0.867,0.7,2.7,3.3,5.5,1,0.7,1,2.7,8.2,,beverpa01
84,Kentavious Caldwell-Pope,30,DEN,SG,12,12,35,2.8,7.2,0.395,1.5,4.6,0.327,1.3,2.6,0.516,0.5,0.9,0.9,1,0.4,2.5,2.9,2.6,1.4,0.4,0.8,3.1,8.1,,caldwke01
85,Eric Gordon,35,PHO,SG,4,0,29.5,2.3,7,0.321,1.8,4.3,0.412,0.5,2.8,0.182,0.446,1.8,2,0.875,0.3,1.5,1.8,1.3,1.3,0.5,1,1.3,8,,gordoer01
86,Delon Wright,31,MIA,PG,4,1,26.8,3,5,0.6,1.5,2.5,0.6,1.5,2.5,0.6,0.75,0.5,0.5,1,0.5,2.5,3,1.8,1,0.3,0,1.3,8,,wrighde01
87,Dereck Lively II,19,DAL,C,21,0,22,3,4.5,0.674,0,0,1,3,4.5,0.67,0.679,1.7,2.9,0.59,2.7,4.7,7.4,1.3,0.4,1,1,2.3,7.9,,livelde01
88,Rui Hachimura,25,LAL,PF,5,5,30.4,3,7.6,0.395,1,2.8,0.357,2,4.8,0.417,0.461,0.8,1.6,0.5,1.2,2.6,3.8,0.8,0,0,0.4,1.6,7.8,,hachiru01
89,Jusuf Nurkić,29,PHO,C,4,4,26,3.3,6.5,0.5,0,0.5,0,3.3,6,0.542,0.5,1.3,2.8,0.455,3.3,5,8.3,2.8,1.5,1.5,1.5,3.8,7.8,,nurkiju01
90,Wendell Carter Jr.,24,ORL,C,7,5,26.4,2.7,6.7,0.404,1,3.6,0.28,1.7,3.1,0.545,0.479,1.1,1.6,0.727,1.3,5,6.3,1.3,0.7,0.6,0.7,2.9,7.6,,cartewe01
91,Taurean Prince,29,LAL,PF,5,0,22.2,2.4,5.8,0.414,1,3.4,0.294,1.4,2.4,0.583,0.5,1.6,1.6,1,0.2,2.2,2.4,0.6,0.2,0.4,0.2,1.8,7.4,,princta02
92,Nickeil Alexander-Walker,25,MIN,SG,16,1,23.6,2.6,7,0.366,1.5,5.1,0.296,1.1,1.9,0.548,0.473,0.6,0.6,1,0.3,1.4,1.8,2.3,0.6,0.4,0.9,1.5,7.3,,alexani01
93,Kyle Lowry,37,PHI,PG,6,6,29.2,1.8,5.3,0.344,1.3,4,0.333,0.5,1.3,0.375,0.469,2,2.5,0.8,1,2.5,3.5,4,1,0.7,0.7,3.8,7,,lowryky01
94,Markelle Fultz,25,ORL,PG,7,0,15.1,2.9,4.9,0.588,0,0.1,0,2.9,4.7,0.606,0.588,0.7,1.3,0.556,1,1,2,1.1,0.4,0,1.1,1.7,6.4,,fultzma01
95,Isaiah Joe,24,OKC,SG,10,2,17.3,2.4,5.4,0.444,1.6,3.9,0.41,0.8,1.5,0.533,0.593,0,0,,0.4,1.8,2.2,1,0.5,0,0.5,1,6.4,,joeis01
96,Payton Pritchard,26,BOS,PG,19,0,18.7,2.3,5.5,0.419,1.2,3.2,0.383,1.1,2.4,0.467,0.529,0.6,0.6,0.917,0.7,1.2,1.9,2.1,0.2,0,0.7,1.2,6.4,,pritcpa01
97,Nicolas Batum,35,PHI,PF,6,0,28.3,2,4.8,0.414,1.5,3.7,0.409,0.5,1.2,0.429,0.569,0.8,1.3,0.625,1.5,4.3,5.8,1.3,0.2,0.8,0.8,2.2,6.3,,batumni01
98,Jonathan Isaac,26,ORL,PF,7,3,21,2.3,5.6,0.41,1.4,3.9,0.37,0.9,1.7,0.5,0.538,0.3,0.3,1,1.4,3.4,4.9,0.4,0.7,1.3,0.6,1,6.3,,isaacjo01
99,Larry Nance Jr.,31,NOP,C,4,0,21,2.5,4.3,0.588,0.3,1,0.25,2.3,3.3,0.692,0.618,1,1.5,0.667,3.8,4.5,8.3,1.8,0.5,0,1.8,2.3,6.3,,nancela02
100,Moritz Wagner,26,ORL,C,7,0,15,2.3,5.1,0.444,0.3,1.3,0.222,2,3.9,0.519,0.472,1.4,2.4,0.588,1.6,2.9,4.4,0.3,0.9,0.4,1.1,3,6.3,,wagnemo01
101,Russell Westbrook,35,LAC,PG,6,0,19,2.2,8.3,0.26,0.7,2.8,0.235,1.5,5.5,0.273,0.3,1.3,2.2,0.615,1,3.2,4.2,1.7,1.2,0.5,1.7,1.8,6.3,,westbru01
102,Aaron Wiggins,25,OKC,SG,10,0,15.7,2.3,4.7,0.489,0.6,2,0.3,1.7,2.7,0.63,0.553,1,1.1,0.909,0.9,2.3,3.2,1,0.6,0.3,0.9,0.8,6.2,,wiggiaa01
103,Marcus Morris,34,CLE,PF,9,1,15.3,2.4,5.3,0.458,1,2.6,0.391,1.4,2.8,0.52,0.552,0.2,0.3,0.667,0.2,2.6,2.8,0.3,0.4,0,0.3,0.9,6.1,,morrima03
104,Bojan Bogdanović,34,NYK,SF,4,0,12.8,1.8,6,0.292,1.5,3.8,0.4,0.3,2.3,0.111,0.417,1,1.8,0.571,0.3,2.8,3,1,0,0.3,0.3,0.8,6,,bogdabo02
105,Thomas Bryant,26,MIA,C,2,0,9,2.5,3.5,0.714,0,1,0,2.5,2.5,1,0.714,1,1.5,0.667,1,1.5,2.5,0.5,0,0,1,0.5,6,,bryanth01
106,Patty Mills,35,MIA,PG,3,0,17.3,2,5.7,0.353,1,3.7,0.273,1,2,0.5,0.441,1,1.3,0.75,0.3,0,0.3,1,0.3,0,0.3,0.7,6,,millspa02
107,Drew Eubanks,26,PHO,C,3,0,12.3,2.3,4,0.583,0,0,,2.3,4,0.583,0.583,1,1,1,0,1.3,1.3,0,0.7,0.3,0.7,2,5.7,,eubandr01
108,Cameron Payne,29,PHI,PG,5,0,12.2,2,5,0.4,1.6,3.6,0.444,0.4,1.4,0.286,0.56,0,0,,0,1.2,1.2,1.4,0.2,0.8,0.6,2,5.6,,payneca01
109,Buddy Hield,31,PHI,SG,4,0,12.8,1.8,4.3,0.412,1.5,3.3,0.462,0.3,1,0.25,0.588,0.5,0.5,1,0.5,0.8,1.3,0.5,0,0.3,0.5,1,5.5,,hieldbu01
110,Isaac Okoro,23,CLE,SF,12,7,21.9,2.1,5.8,0.357,0.8,2.9,0.257,1.3,2.9,0.457,0.421,0.6,0.8,0.778,0.4,1.3,1.8,1.1,0.9,0.3,0.9,2.5,5.5,,okorois01
111,P.J. Tucker,38,LAC,PF,2,1,15.5,2,3,0.667,1.5,2,0.75,0.5,1,0.5,0.917,0,0,,1.5,0,1.5,0,0,0,1.5,3,5.5,,tuckepj01
112,Sam Hauser,26,BOS,SF,19,0,14.9,1.9,4.4,0.429,1.4,3.7,0.38,0.5,0.7,0.692,0.589,0.2,0.2,1,0.4,1.7,2.2,0.6,0.3,0.2,0.2,1.1,5.4,,hausesa01
113,Precious Achiuwa,24,NYK,PF,9,2,20.4,2.3,4.8,0.488,0,0.3,0,2.3,4.4,0.525,0.488,0.6,1.4,0.385,2.4,1.8,4.2,0.6,0.4,1.3,0.4,2.2,5.2,,achiupr01
114,Ben Sheppard,22,IND,SG,17,2,19.7,1.8,4.2,0.437,1.1,2.9,0.38,0.7,1.2,0.571,0.57,0.4,0.5,0.778,0.6,2.4,3,1,0.5,0.1,0.6,1.9,5.2,,sheppbe01
115,Cole Anthony,23,ORL,PG,7,0,14.7,1.9,5.9,0.317,0.3,1.9,0.154,1.6,4,0.393,0.341,1.1,1.3,0.889,0.3,1.9,2.1,1.3,0.6,0.1,0.7,2.3,5.1,,anthoco01
116,Christian Braun,22,DEN,SG,12,0,17,1.9,4.5,0.426,0.3,1.5,0.222,1.6,3,0.528,0.463,0.9,1.3,0.688,0.8,1.9,2.7,0.8,0.2,0.4,0.1,1.5,5.1,,braunch01
117,Josh Green,23,DAL,SG,22,0,18.1,1.6,3.9,0.424,1,2.7,0.39,0.6,1.2,0.5,0.559,0.6,0.9,0.737,1,1.6,2.5,1,0.8,0.1,0.3,1.3,5,,greenjo02
118,Royce O'Neale,30,PHO,SF,4,2,26,1.8,5.5,0.318,1.5,4.5,0.333,0.3,1,0.25,0.455,0,0,,1.3,3.5,4.8,1,0.3,0,0.5,2.8,5,,onealro01
