Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
120,Donte DiVincenzo,26,GSW,SG,13,1,18.1,1.8,4.9,0.375,1.2,3.4,0.341,0.7,1.5,0.45,0.492,0.6,0.9,0.667,0.8,2.2,3,2.8,0.8,0.2,1.3,1.5,5.5,,divindo01
121,Quentin Grimes,22,NYK,SG,9,6,26.9,1.6,5.1,0.304,1,4.1,0.243,0.6,1,0.556,0.402,1,1.2,0.818,0.3,2.4,2.8,1.4,1,0.6,1.1,1.9,5.1,,grimequ01
122,Grant Williams,24,BOS,PF,15,0,17.7,1.7,3.5,0.472,1.2,2.7,0.45,0.5,0.9,0.538,0.642,0.5,0.7,0.8,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1,,willigr01
123,Royce O'Neale,29,BRK,SF,4,0,29.5,1.8,7.3,0.241,1,5.5,0.182,0.8,1.8,0.429,0.31,0.5,0.5,1,1,3.3,4.3,3.5,1.3,0.3,1,2.8,5,,onealro01
124,P.J. Tucker,37,PHI,PF,11,11,26.7,1.7,4.6,0.373,1.3,3.6,0.35,0.5,1,0.455,0.51,0.2,0.3,0.667,1.6,2.9,4.5,1.5,1.2,0.3,0.5,2.5,4.9,,tuckepj01
125,Landry Shamet,25,PHO,SG,10,1,18.4,1.7,4.5,0.378,1.1,2.9,0.379,0.6,1.6,0.375,0.5,0.3,0.4,0.75,0.3,1.4,1.7,1.1,0.2,0.1,0.4,1.5,4.8,,shamela01
126,Paul Reed,23,PHI,C,11,2,14.3,2,3.5,0.579,0,0,,2,3.5,0.579,0.579,0.6,0.6,1,2.5,3,5.5,0.6,0.5,0.4,0.5,1.4,4.6,,reedpa01
127,Jarred Vanderbilt,23,LAL,PF,15,13,16.5,1.6,4,0.4,0.5,1.9,0.241,1.1,2.1,0.548,0.458,0.9,1.3,0.7,1.3,1.9,3.2,0.8,0.7,0.8,0.9,2.1,4.6,,vandeja01
128,Tyus Jones,26,MEM,PG,6,1,20,1.8,6,0.306,0.5,3.2,0.158,1.3,2.8,0.471,0.347,0.3,0.5,0.667,0.5,2.5,3,3.7,1.3,0,1.3,0.8,4.5,,jonesty01
129,Nicolas Batum,34,LAC,PF,5,3,18.4,1.6,3.8,0.421,1.2,3.4,0.353,0.4,0.4,1,0.579,0,0,,0.2,2,2.2,1.2,0.4,0.4,0.4,2,4.4,,batumni01
130,Georges Niang,29,PHI,PF,11,0,14.3,1.6,3.3,0.5,1.1,2.4,0.462,0.5,0.9,0.6,0.667,0,0,,0,0.4,0.4,0.2,0,0.2,0.5,1.5,4.4,,niangge01
131,Jalen Johnson,21,ATL,SF,6,0,9.3,1.7,4,0.417,0.7,1.8,0.364,1,2.2,0.462,0.5,0.3,0.3,1,0.3,2.2,2.5,1.3,0.5,0,0.8,0.8,4.3,,johnsja05
132,Jeff Green,36,DEN,PF,20,0,17.2,1.4,3.1,0.452,0.5,1.4,0.321,1,1.7,0.559,0.524,0.9,1,0.895,0.3,1.3,1.6,0.7,0.3,0.4,0.5,2.2,4.1,,greenje02
133,Josh Okogie,24,PHO,SG,10,5,17.5,1.4,3.7,0.378,0.2,1.4,0.143,1.2,2.3,0.522,0.405,1.1,1.3,0.846,1.2,0.9,2.1,1.3,0.6,0.2,0.3,1.8,4.1,,okogijo01
134,Robin Lopez,34,CLE,C,2,0,3,1.5,1.5,1,0,0,,1.5,1.5,1,1,1,1,1,0.5,0,0.5,0,0,0,0.5,1,4,,lopezro01
135,David Roddy,21,MEM,PF,6,0,12.7,1.3,4.8,0.276,1,3.3,0.3,0.3,1.5,0.222,0.379,0.2,0.2,1,0.7,2.2,2.8,0.7,0,0.3,0.2,1,3.8,,roddyda01
136,Terrence Ross,31,PHO,SG,6,0,11.5,1.3,4.5,0.296,1,3.7,0.273,0.3,0.8,0.4,0.407,0,0,,0,1.3,1.3,0.2,0.2,0.3,0.2,1,3.7,,rosste01
137,Bismack Biyombo,30,PHO,C,8,0,9.8,1.1,2,0.563,0,0,,1.1,2,0.563,0.563,1.1,2.3,0.5,1.3,2.1,3.4,0.8,0,1.3,0.8,2.3,3.4,,biyombi01
138,Jonathan Kuminga,20,GSW,PF,10,0,6.1,1.3,2.4,0.542,0.3,0.7,0.429,1,1.7,0.588,0.604,0.5,0.9,0.556,0.4,0.5,0.9,0.5,0.2,0,0.4,0.5,3.4,,kuminjo01
139,JaMychal Green,32,GSW,PF,7,2,7,1.3,3.3,0.391,0.7,2.6,0.278,0.6,0.7,0.8,0.5,0,0,,0,0.7,0.7,0.4,0,0.1,0.3,1.4,3.3,,greenja01
140,Haywood Highsmith,26,MIA,PF,18,0,8.9,1.3,2.2,0.615,0.4,0.9,0.5,0.9,1.3,0.696,0.718,0.2,0.3,0.8,0.6,0.8,1.3,0.3,0.6,0.1,0.1,1.1,3.3,,highsha01
141,Christian Braun,21,DEN,SG,19,0,13,1.3,2.4,0.533,0.1,0.5,0.2,1.2,1.8,0.629,0.556,0.6,1,0.579,0.6,1.4,2.1,0.6,0.6,0.2,0.5,1.5,3.2,,braunch01
142,Jaylen Nowell,23,MIN,SG,5,0,12.4,1.2,5.2,0.231,0.6,1.8,0.333,0.6,3.4,0.176,0.288,0.2,0.4,0.5,0.8,0.2,1,0.6,0,0,0.4,0.8,3.2,,nowelja01
143,Payton Pritchard,25,BOS,PG,10,0,5.7,1.2,2.2,0.545,0.4,1,0.4,0.8,1.2,0.667,0.636,0.4,0.5,0.8,0,0.6,0.6,1.1,0.1,0,0.5,0.3,3.2,,pritcpa01
144,Isaiah Hartenstein,24,NYK,C,11,0,20,1,2.1,0.478,0,0,,1,2.1,0.478,0.478,1.1,1.5,0.75,2.1,2.5,4.6,1.3,0.8,1.4,0.5,2.6,3.1,,harteis01
145,Malik Beasley,26,LAL,SG,11,0,8.3,0.9,3.1,0.294,0.6,2.4,0.269,0.3,0.7,0.375,0.397,0.5,0.5,1,0.3,0.5,0.7,0.2,0.1,0,0.2,0.5,3,,beaslma01
146,Day'Ron Sharpe,21,BRK,C,2,0,10,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,1,1,1,1,2,3,2.5,0,0.5,1,1.5,3,,sharpda01
147,Cam Thomas,21,BRK,SG,2,0,8,1.5,3.5,0.429,0,1,0,1.5,2.5,0.6,0.429,0,0,,0,0.5,0.5,0.5,0,0,0.5,1,3,,thomaca02
148,Yuta Watanabe,28,BRK,SF,1,0,5,1,2,0.5,1,2,0.5,0,0,,0.75,0,2,0,0,1,1,0,0,0,1,0,3,,watanyu01
149,Danuel House Jr.,29,PHI,SF,7,0,6,1.3,3,0.429,0.1,1.4,0.1,1.1,1.6,0.727,0.452,0.1,0.1,1,0,1.7,1.7,0.1,0,0,0.1,0.6,2.9,,houseda01
150,PJ Dozier,26,SAC,SF,3,0,2,1,2,0.5,0.7,1.3,0.5,0.3,0.7,0.5,0.667,0,0,,0.3,0.3,0.7,0,0,0,0,0,2.7,,doziepj01
151,Alex Len,29,SAC,C,7,0,7.7,1,1.3,0.778,0,0,,1,1.3,0.778,0.778,0.7,0.9,0.833,1,1.9,2.9,0.1,0,0.4,1,2.1,2.7,,lenal01
152,T.J. Warren,29,PHO,SF,6,0,13.5,1,3.2,0.316,0.2,1.2,0.143,0.8,2,0.417,0.342,0.5,0.7,0.75,0.3,0.8,1.2,0.5,0.2,0.5,0.2,0.8,2.7,,warretj01
153,MarJon Beauchamp,22,MIL,SF,2,0,2.5,1,1.5,0.667,0.5,0.5,1,0.5,1,0.5,0.833,0,0,,0,0.5,0.5,0,0,0,0,0,2.5,,beaucma01
154,Austin Rivers,30,MIN,SG,4,0,11.5,1,2,0.5,0.5,1.5,0.333,0.5,0.5,1,0.625,0,0,,0.3,1,1.3,0.3,0.3,0,0.3,0.3,2.5,,riverau01
155,Lamar Stevens,25,CLE,SF,2,0,4.5,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,1,1,1,0,1.5,1.5,0,0,0,0,0,2.5,,stevela01
156,Jalen McDaniels,25,PHI,SF,8,0,12.8,1,2.5,0.4,0.4,1.1,0.333,0.6,1.4,0.455,0.475,0,0,,0.4,1.6,2,0.6,0.1,0,0.4,1,2.4,,mcdanja01
157,Jaden Springer,20,PHI,SG,4,0,4.3,1,1,1,0,0,,1,1,1,1,0.3,0.5,0.5,0,0,0,0,0.3,0,0.3,0.5,2.3,,sprinja01
158,Cody Zeller,30,MIA,C,21,0,8.3,1,1.7,0.571,0,0,,1,1.7,0.571,0.571,0.3,0.7,0.4,0.5,1.8,2.3,0.3,0.1,0.2,0.6,1.3,2.2,,zelleco01
159,Luke Kornet,27,BOS,C,8,0,4,0.9,1,0.875,0.1,0.1,1,0.8,0.9,0.857,0.938,0.3,0.3,1,0.6,0.6,1.3,0,0,0.1,0,0.3,2.1,,kornelu01
160,Damion Lee,30,PHO,SG,8,0,11.1,0.8,2.5,0.3,0.4,1.9,0.2,0.4,0.6,0.6,0.375,0.3,0.3,1,0.5,0.9,1.4,0.6,0.3,0,0.1,1,2.1,,leeda03
161,Goran Dragić,36,MIL,PG,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,2,2,1,0,0,0,0.5,0,0,0,0,2,,dragigo01
162,David Duke Jr.,23,BRK,SG,1,0,5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,1,1,2,,dukeda01
163,Sam Hauser,25,BOS,SF,15,0,6.9,0.7,1.9,0.345,0.5,1.6,0.333,0.1,0.3,0.4,0.483,0.1,0.1,1,0.3,0.8,1.1,0.3,0.1,0.1,0,0.5,2,,hausesa01
164,Troy Brown Jr.,23,LAL,SF,12,0,10.3,0.8,2.3,0.357,0.2,1.3,0.133,0.7,1.1,0.615,0.393,0,0,,0.3,1.7,2,0.9,0.2,0.1,0,0.3,1.8,,browntr01
165,Jae Crowder,32,MIL,PF,4,0,10.3,0.8,3.3,0.231,0,1.5,0,0.8,1.8,0.429,0.231,0.3,0.5,0.5,0.3,0.8,1,0.8,0.5,0,0.3,1.3,1.8,,crowdja01
166,Joe Harris,31,BRK,SF,4,0,11,0.5,3.3,0.154,0.3,3,0.083,0.3,0.3,1,0.192,0.5,0.5,1,0,1.3,1.3,0,0.5,0,0.8,1.3,1.8,,harrijo01
167,Kenneth Lofton Jr.,20,MEM,PF,4,0,3,0.8,2,0.375,0,0.5,0,0.8,1.5,0.5,0.375,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0,0,0,0,1.8,,loftoke01
168,Tristan Thompson,31,LAL,C,6,0,5.3,0.8,1.8,0.455,0,0,,0.8,1.8,0.455,0.455,0.2,0.8,0.2,0.7,1,1.7,0.3,0,0,0.2,0.2,1.8,,thomptr01
169,Mike Muscala,31,BOS,C,6,0,3.5,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,0.5,0.7,0.75,0.5,0.2,0.7,0.2,0,0,0.2,0.2,1.5,,muscami01
170,Max Christie,19,LAL,SG,9,0,3.7,0.6,1.1,0.5,0.1,0.4,0.25,0.4,0.7,0.667,0.55,0.2,0.4,0.5,0.1,0.7,0.8,0.3,0,0.1,0,0,1.4,,chrisma02
171,Jevon Carter,27,MIL,PG,4,0,12.3,0.5,2.3,0.222,0.3,1.8,0.143,0.3,0.5,0.5,0.278,0,0,,0,1,1,1,0.3,0,0,0.3,1.3,,carteje01
172,Shaquille Harrison,29,LAL,SG,8,0,3.5,0.5,0.9,0.571,0.1,0.1,1,0.4,0.8,0.5,0.643,0.1,0.3,0.5,0,0.4,0.4,1.1,0.3,0,0,0.4,1.3,,harrish01
173,DeAndre Jordan,34,DEN,C,4,0,3.5,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.667,0.3,0.5,0.5,0,1,1,0.3,0,0.3,0.5,0.5,1.3,,jordade01
174,Shake Milton,26,PHI,SG,6,0,3.5,0.5,0.8,0.6,0,0.2,0,0.5,0.7,0.75,0.6,0.3,0.3,1,0,0.5,0.5,0.3,0.3,0,0.2,0.5,1.3,,miltosh01
175,Ziaire Williams,21,MEM,SF,4,0,3,0.5,1.8,0.286,0.3,0.8,0.333,0.3,1,0.25,0.357,0,0,,0,0.5,0.5,0.5,0,0,0.5,0.3,1.3,,willizi02
176,Wenyen Gabriel,25,LAL,C,10,0,3.7,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0.2,0.3,0.667,0.8,0.1,0.9,0,0.2,0.3,0.2,0.8,1,,gabriwe01
177,Nathan Knight,25,MIN,C,2,0,2.5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,,0.5,0,0.5,0,0,0,0.5,0,1,,knighna01
178,Zeke Nnaji,22,DEN,PF,5,0,2.4,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,,0,0.4,0.4,0,0.2,0,0.2,0,1,,nnajize01
179,Dean Wade,26,CLE,PF,2,0,5.5,0,0.5,0,0,0.5,0,0,0,,0,1,1,1,0,1.5,1.5,0,0,0,0,0,1,,wadede01
180,Peyton Watson,20,DEN,SG,5,0,2.8,0.4,1,0.4,0.2,0.4,0.5,0.2,0.6,0.333,0.5,0,0,,0.2,0.6,0.8,0.2,0,0.2,0.2,0.4,1,,watsope01
181,Danny Green,35,CLE,SG,4,0,10,0.3,1.3,0.2,0.3,1,0.25,0,0.3,0,0.3,0,0,,0.5,1.3,1.8,0.3,0.5,0.3,0.5,1.8,0.8,,greenda02
182,John Konchar,26,MEM,SF,5,0,9.8,0.4,1.8,0.222,0,0.8,0,0.4,1,0.4,0.222,0,0,,0.8,1.2,2,0.8,0.4,0.4,0.2,1.2,0.8,,konchjo01
183,Anthony Lamb,25,GSW,SF,6,0,5.2,0.3,0.8,0.4,0.2,0.7,0.25,0.2,0.2,1,0.5,0,0,,0.2,0.8,1,0,0.2,0.2,0.3,0.5,0.8,,lamban01
184,Furkan Korkmaz,25,PHI,SG,3,0,3.7,0,0.7,0,0,0.3,0,0,0.3,0,0,0.7,0.7,1,0,0.3,0.3,0.3,0,0,0.3,0,0.7,,korkmfu01
185,Chimezie Metu,25,SAC,PF,3,0,2,0,0.3,0,0,0,,0,0.3,0,0,0.7,1,0.667,0.3,0,0.3,0,0,0,0.3,0,0.7,,metuch01
186,Justin Champagnie,21,BOS,SF,4,0,2.5,0.3,1,0.25,0,0.8,0,0.3,0.3,1,0.25,0,0,,0,0,0,0,0,0,0,0.5,0.5,,champju01
187,Reggie Jackson,32,DEN,PG,6,0,3,0.2,0.3,0.5,0.2,0.3,0.5,0,0,,0.75,0,0,,0,0.3,0.3,0.3,0.2,0,0.2,0,0.5,,jacksre01
188,Raul Neto,30,CLE,PG,2,0,3.5,0,0.5,0,0,0.5,0,0,0,,0,0.5,1,0.5,0,0,0,0.5,0,0,1,1,0.5,,netora01
189,Ish Smith,34,DEN,PG,4,0,3,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0.5,0,0,,0,0.3,0.3,0.3,0,0,0,0.5,0.5,,smithis01
190,Ish Wainright,28,PHO,SF,6,0,3.5,0.2,0.7,0.25,0.2,0.7,0.25,0,0,,0.375,0,0,,0,0.2,0.2,0,0,0.2,0,0.3,0.5,,wainris01
191,Omer Yurtseven,24,MIA,C,8,0,2,0.3,0.9,0.286,0,0.3,0,0.3,0.6,0.4,0.286,0,0,,0.4,0.3,0.6,0.1,0,0.1,0.1,0.3,0.5,,yurtsom01
192,Miles McBride,22,NYK,PG,8,0,2.5,0.1,0.5,0.25,0.1,0.4,0.333,0,0.1,0,0.375,0,0,,0,0.3,0.3,0.1,0,0.1,0,0.1,0.4,,mcbrimi01
193,Nikola Jović,19,MIA,PF,7,0,1.9,0.1,0.6,0.25,0,0.3,0,0.1,0.3,0.5,0.25,0,0,,0.1,0.6,0.7,0,0,0,0,0,0.3,,jovicni01
194,Thanasis Antetokounmpo,30,MIL,PF,2,0,2.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,antetth01
195,Patrick Baldwin Jr.,20,GSW,SF,3,0,3.7,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0.3,0,0,0,0,0,,baldwpa01
196,Mo Bamba,24,LAL,C,3,0,3.3,0,0.7,0,0,0.3,0,0,0.3,0,0,0,0,,0,1,1,0.3,0,0.3,0,0,0,,bambamo01
197,Brandon Boston Jr.,21,LAC,SF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,,bostobr01
198,Thomas Bryant,25,DEN,C,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,bryanth01
199,Vlatko Čančar,25,DEN,PF,5,0,2,0,1,0,0,0.8,0,0,0.2,0,0,0,0,,0,0.6,0.6,0.2,0,0,0,0,0,,cancavl01
200,Amir Coffey,25,LAC,SF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,coffeam01
201,Robert Covington,32,LAC,PF,2,0,6,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0,1,1,1,0,0.5,0,1,0,,covinro01
202,Dewayne Dedmon,33,PHI,C,1,0,5,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,1,1,0,,dedmode01
203,Kessler Edwards,22,SAC,SF,6,0,1.2,0,0,,0,0,,0,0,,,0,0,,0,0.2,0.2,0,0,0,0,0,0,,edwarke02
204,Blake Griffin,33,BOS,C,1,0,6,0,1,0,0,0,,0,1,0,0,0,0,,1,1,2,0,0,0,0,2,0,,griffbl01
205,Montrezl Harrell,29,PHI,C,2,0,3.5,0,1.5,0,0,0,,0,1.5,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0,,harremo01
206,Udonis Haslem,42,MIA,C,2,0,1.5,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0,,hasleud01
207,Aaron Holiday,26,ATL,PG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,0,0,,holidaa01
208,DaQuan Jeffries,25,NYK,SG,2,0,2.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,,jeffrda01
209,Meyers Leonard,30,MIL,C,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0,,leoname01
210,Jordan McLaughlin,26,MIN,PG,2,0,7,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,1,0,,mclaujo01
211,Patty Mills,34,BRK,PG,1,0,5,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,,millspa02
212,Josh Minott,20,MIN,SF,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,2,1,1,1,0,,minotjo01
213,Wendell Moore Jr.,21,MIN,SG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,,moorewe01
214,Jason Preston,23,LAC,PG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,prestja01
215,Derrick Rose,34,NYK,PG,1,0,3,0,4,0,0,1,0,0,3,0,0,0,0,,0,0,0,1,0,0,0,0,0,,rosede01
216,Ricky Rubio,32,CLE,PG,3,0,5.7,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.7,1.3,2,1,0.3,0,1.7,1.7,0,,rubiori01
217,Edmond Sumner,27,BRK,SG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,,sumneed01
,League Average,,,,,,,,,0.461,,,0.351,,,0.532,0.53,,,0.794,,,,,,,,,,,-9999
