Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
62,Malcolm Brogdon,30,BOS,PG,19,0,24.9,4.3,10.3,0.418,1.7,4.6,0.379,2.6,5.7,0.45,0.503,1.5,1.8,0.829,0.7,2.8,3.5,2.9,0.2,0.3,1,1.5,11.9,,brogdma01
63,Grayson Allen,27,MIL,SG,5,5,29.8,3.8,8.2,0.463,2.8,5.8,0.483,1,2.4,0.417,0.634,1.2,1.4,0.857,0.2,2.2,2.4,1.8,0.4,0,0.8,1.4,11.6,,allengr01
64,Victor Oladipo,30,MIA,SG,2,0,22.5,5,9.5,0.526,1,2.5,0.4,4,7,0.571,0.579,0.5,1.5,0.333,0.5,3,3.5,1,1,0.5,1,2.5,11.5,,oladivi01
65,John Collins,25,ATL,PF,6,6,27.3,4.3,10,0.433,1.8,5.3,0.344,2.5,4.7,0.536,0.525,0.8,1,0.833,1.2,3.2,4.3,0.8,0.3,1,1.5,2.2,11.3,,collijo01
66,Harrison Barnes,30,SAC,PF,7,7,28,3.6,8.6,0.417,0.9,3.6,0.24,2.7,5,0.543,0.467,2.7,3.7,0.731,1.4,2,3.4,0.7,1.1,0.3,0.4,0.7,10.7,,barneha02
67,Kentavious Caldwell-Pope,29,DEN,SG,20,20,33.6,3.7,8.1,0.457,1.8,4.6,0.38,2,3.5,0.557,0.565,1.5,1.8,0.829,0.7,2.6,3.3,1.6,1.3,0.7,0.8,2.4,10.6,,caldwke01
68,Terance Mann,26,LAC,SG,5,0,26.6,3.8,6.6,0.576,1.8,3.8,0.474,2,2.8,0.714,0.712,1.2,1.8,0.667,1.4,1.8,3.2,2.2,0.8,0.2,1.8,3.4,10.6,,mannte01
69,Dillon Brooks,27,MEM,SF,6,6,27.8,4,12.8,0.312,1.7,7,0.238,2.3,5.8,0.4,0.377,0.8,1.2,0.714,0.5,2.5,3,1.8,0.2,0,1.2,3.3,10.5,,brookdi01
70,Nic Claxton,23,BRK,C,4,4,29.3,4.5,6.3,0.72,0,0,,4.5,6.3,0.72,0.72,1.5,2.5,0.6,1.3,6.8,8,1.5,0.3,1.8,0.8,2,10.5,,claxtni01
71,Josh Hart,27,NYK,SF,11,5,32.1,4.1,8.5,0.479,0.9,2.9,0.313,3.2,5.6,0.565,0.532,1.3,2,0.636,1.6,5.7,7.4,2.2,0.8,0.3,1.9,3.5,10.4,,hartjo01
72,Jordan Poole,23,GSW,PG,13,4,21.8,3.5,10.4,0.341,1.2,4.8,0.254,2.3,5.5,0.417,0.4,2,2.6,0.765,0.3,1.8,2.2,3.5,0.8,0.2,1.2,2.5,10.3,,poolejo01
73,Eric Gordon,34,LAC,SG,5,5,29.8,3.6,8.8,0.409,2,5.8,0.345,1.6,3,0.533,0.523,1,1.2,0.833,0.2,1.2,1.4,2.6,0.6,0.4,0.8,2.4,10.2,,gordoer01
74,Evan Mobley,21,CLE,PF,5,5,37.6,4.4,9.6,0.458,0,0.2,0,4.4,9.4,0.468,0.458,1,1.6,0.625,3,7,10,2,0.6,1.2,2.4,2.6,9.8,,mobleev01
75,Keegan Murray,22,SAC,SF,7,7,27.7,3.7,8.3,0.448,1.7,4.6,0.375,2,3.7,0.538,0.552,0.6,0.9,0.667,2.1,4.1,6.3,0.7,0.6,0.3,0.6,2.6,9.7,,murrake02
76,Bobby Portis,27,MIL,PF,5,2,21.4,4,8.2,0.488,1,3.6,0.278,3,4.6,0.652,0.549,0.6,0.6,1,2,6.2,8.2,1.2,0.6,0.4,0.8,3,9.6,,portibo01
77,Jarrett Allen,24,CLE,C,5,5,38.2,4.4,7.2,0.611,0,0,,4.4,7.2,0.611,0.611,0.6,1.2,0.5,3,4.4,7.4,2.4,0.8,1,0.6,2,9.4,,allenja01
78,Draymond Green,32,GSW,PF,12,9,30.6,3.5,7.6,0.462,0.4,1.7,0.25,3.1,5.9,0.521,0.489,2,2.8,0.727,1.6,5.3,6.9,6.8,1.5,1,2.3,4,9.4,,greendr01
79,Max Strus,26,MIA,SF,23,23,28.2,3.3,8.2,0.402,1.9,5.9,0.319,1.4,2.3,0.611,0.516,0.9,1.1,0.8,0.6,3,3.6,1.4,0.3,0.3,0.3,2,9.3,,strusma01
80,Kyle Lowry,36,MIA,PG,23,1,26,3.2,7.6,0.425,1.4,3.8,0.375,1.8,3.7,0.477,0.52,1.3,1.4,0.939,0.5,3,3.5,4.4,1,0.6,1.7,2.6,9.2,,lowryky01
81,Ivica Zubac,25,LAC,C,5,5,26,3.4,6,0.567,0,0,,3.4,6,0.567,0.567,2.4,3.2,0.75,3.2,6.4,9.6,0.6,0.6,0.2,2.2,1.6,9.2,,zubaciv01
82,Kevin Huerter,24,SAC,SG,7,7,26.1,3.6,10.3,0.347,1.1,5.6,0.205,2.4,4.7,0.515,0.403,0.9,1.1,0.75,0.1,4.3,4.4,1.1,0.4,1.3,0.6,3.3,9.1,,huertke01
83,Immanuel Quickley,23,NYK,SG,8,0,21.9,2.9,8.3,0.348,1.1,4.6,0.243,1.8,3.6,0.483,0.417,2.1,2.5,0.85,0.3,1.4,1.6,1,0.5,0,1.1,1.4,9,,quickim01
84,Duncan Robinson,28,MIA,SF,23,1,18.2,3.3,6.9,0.475,2.2,4.9,0.442,1.1,2,0.556,0.633,0.3,0.3,0.875,0,1.4,1.5,1.7,0.3,0.1,0.9,1.6,9,,robindu01
85,Marcus Morris,33,LAC,PF,3,2,22.7,3.3,9.7,0.345,0.7,4,0.167,2.7,5.7,0.471,0.379,1.3,1.3,1,0.3,3.7,4,0,0.3,0.3,0.3,2,8.7,,morrima03
86,Xavier Tillman Sr.,24,MEM,C,6,6,30.5,4,7.5,0.533,0.2,0.7,0.25,3.8,6.8,0.561,0.544,0.5,0.8,0.6,2.8,5.2,8,3.2,0.7,0.7,0.7,2.8,8.7,,tillmxa01
87,Bones Hyland,22,LAC,PG,5,0,16.4,3,8.8,0.341,1,4,0.25,2,4.8,0.417,0.398,1.6,2,0.8,0.2,0.6,0.8,0.8,0.8,0.2,0.8,1.8,8.6,,hylanbo01
88,Kyle Anderson,29,MIN,PF,4,0,26,3.8,7.5,0.5,0.5,1.5,0.333,3.3,6,0.542,0.533,0.5,0.5,1,0.8,3.3,4,4.5,1.8,0.5,1.5,3.3,8.5,,anderky01
89,Nickeil Alexander-Walker,24,MIN,SG,5,4,29.6,3,7,0.429,2,5,0.4,1,2,0.5,0.571,0.4,0.6,0.667,0.2,1.8,2,1.4,0.6,0.2,0.8,1.8,8.4,,alexani01
90,Clint Capela,28,ATL,C,6,6,25.2,3.8,6.3,0.605,0,0,,3.8,6.3,0.605,0.605,0.7,1,0.667,2.5,5.8,8.3,0.5,1,0.5,0.7,0.8,8.3,,capelca01
91,Seth Curry,32,BRK,SG,3,0,19.3,3.3,6.3,0.526,1,3,0.333,2.3,3.3,0.7,0.605,0.7,1,0.667,0,1,1,2,0,0,0.3,0.7,8.3,,curryse01
92,Mason Plumlee,32,LAC,C,5,0,18.2,2.8,3.2,0.875,0,0,,2.8,3.2,0.875,0.875,2.6,2.8,0.929,3.2,3.6,6.8,1.8,0.4,0.4,0.6,3,8.2,,plumlma01
93,Cameron Payne,28,PHO,PG,7,4,21.7,3.3,6.9,0.479,1.6,3.9,0.407,1.7,3,0.571,0.594,0,0.4,0,0,2,2,2.9,0.4,0.3,1.3,2.1,8.1,,payneca01
94,De'Anthony Melton,24,PHI,SG,11,0,24.9,2.8,7.4,0.383,1.7,4.5,0.388,1.1,2.9,0.375,0.5,0.5,0.7,0.75,1.3,2,3.3,1.6,1.2,0.8,0.7,1.8,7.9,,meltode01
95,Taurean Prince,28,MIN,PF,5,1,20,2.4,6.6,0.364,1.6,4.2,0.381,0.8,2.4,0.333,0.485,1.4,1.8,0.778,0.6,0.8,1.4,0.8,0.6,0.2,1,1.8,7.8,,princta02
96,Robert Williams,25,BOS,C,20,4,20.9,3.4,4.3,0.788,0,0.1,0,3.4,4.2,0.798,0.788,1,1.4,0.679,1.8,4.2,6,1,0.5,1.3,0.8,2.2,7.7,,williro04
97,Saddiq Bey,23,ATL,SF,6,0,22.2,2.5,6.7,0.375,1.2,3,0.389,1.3,3.7,0.364,0.463,1.3,1.5,0.889,1.2,2.8,4,1,0.5,0,0.3,0.5,7.5,,beysa01
98,Dennis Schröder,29,LAL,PG,16,3,26.1,2.6,6.4,0.398,0.8,2.4,0.333,1.8,4,0.438,0.461,1.4,1.8,0.821,0.2,1.8,1.9,2.9,1,0.2,1.3,2.5,7.4,,schrode01
99,Luke Kennard,26,MEM,SG,5,0,21.4,2.4,4.6,0.522,1.6,3.2,0.5,0.8,1.4,0.571,0.696,0.8,0.8,1,1,3,4,1.4,0.8,0,0.2,1.6,7.2,,kennalu01
100,Davion Mitchell,24,SAC,PG,7,0,20,2.7,6.6,0.413,1,3.9,0.259,1.7,2.7,0.632,0.489,0.7,0.9,0.833,0.4,0.9,1.3,1.7,0.9,0.1,0.9,1,7.1,,mitchda01
101,Obi Toppin,24,NYK,PF,11,1,15.9,2.7,6.4,0.429,1.2,3.9,0.302,1.5,2.5,0.63,0.521,0.4,0.5,0.8,0.9,2.6,3.5,0.6,0.7,0.3,0.7,1.1,7,,toppiob01
102,Kevin Love,34,MIA,PF,20,18,18,2.3,6,0.378,1.7,4.4,0.375,0.6,1.6,0.387,0.517,0.7,0.8,0.875,0.7,4.9,5.6,1.2,0.5,0.4,0.5,1.8,6.9,,loveke01
103,Joe Ingles,35,MIL,SF,5,0,17.8,2.4,4.6,0.522,2,4,0.5,0.4,0.6,0.667,0.739,0,0,,0.2,1,1.2,2,0.6,0.2,1.2,1.4,6.8,,inglejo01
104,Gary Payton II,30,GSW,SG,12,3,16,3,4.5,0.667,0.3,1.3,0.267,2.7,3.3,0.821,0.704,0.5,0.8,0.667,1.8,1.8,3.7,0.8,0.7,0.5,0.9,1.6,6.8,,paytoga02
105,Al Horford,36,BOS,C,20,20,30.9,2.6,6.6,0.386,1.4,4.7,0.298,1.2,1.9,0.605,0.492,0.2,0.2,0.75,1.5,5.7,7.2,3,1.1,1.7,0.6,2.4,6.7,,horfoal01
106,Trey Lyles,27,SAC,PF,7,0,16.9,2.4,5.7,0.425,1.3,3.9,0.333,1.1,1.9,0.615,0.538,0.4,0.7,0.6,1.3,4.4,5.7,0.7,0.3,0,0.4,1.7,6.6,,lylestr01
107,Santi Aldama,22,MEM,PF,6,0,16.8,2.5,5.5,0.455,1.2,2.5,0.467,1.3,3,0.444,0.561,0.3,0.3,1,1.2,3.2,4.3,1.2,0.5,0,0.3,0.8,6.5,,aldamsa01
108,Torrey Craig,32,PHO,PF,11,5,16.6,2.4,4.1,0.578,1,2.3,0.44,1.4,1.8,0.75,0.7,0.7,0.8,0.889,0.6,1.6,2.3,0.5,0.5,0.2,0.3,2.1,6.5,,craigto01
109,Kevon Looney,26,GSW,C,13,8,25,2.8,4.9,0.578,0,0,,2.8,4.9,0.578,0.578,0.8,1.4,0.556,4.7,8.4,13.1,3.3,0.6,0.4,1,2.8,6.5,,looneke01
110,Mitchell Robinson,24,NYK,C,11,11,27.1,2.6,4.4,0.604,0,0,,2.6,4.4,0.604,0.604,1.2,3,0.394,5,4.3,9.3,0.8,0.6,1.5,0.9,2.6,6.5,,robinmi01
111,Isaac Okoro,22,CLE,SF,5,2,15,2.2,4.6,0.478,0.8,2.6,0.308,1.4,2,0.7,0.565,1.2,1.2,1,0.6,0.8,1.4,0.8,0.4,0.4,0.8,2,6.4,,okorois01
112,Dorian Finney-Smith,29,BRK,PF,4,4,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.5,1.5,0.333,0.543,0,0,,1.5,3,4.5,0.8,0.8,0.5,1.3,1.8,6.3,,finnedo01
113,Lonnie Walker IV,24,LAL,SG,13,0,13.8,2.2,4.6,0.483,1,2.6,0.382,1.2,2,0.615,0.592,0.7,0.9,0.75,0.1,0.8,0.9,0.8,0.5,0.1,0.3,1.2,6.2,,walkelo01
114,Jock Landale,27,PHO,C,7,1,16.1,2.4,3.9,0.63,0,0.1,0,2.4,3.7,0.654,0.63,1.3,2,0.643,1.4,2.6,4,0.4,0.4,0.4,0.3,2.1,6.1,,landajo01
115,Terence Davis,25,SAC,SG,4,0,14.5,2,5,0.4,1.5,4.3,0.353,0.5,0.8,0.667,0.55,0.5,0.5,1,0.5,1.8,2.3,1.5,0.3,0,0.5,3,6,,daviste02
116,Wesley Matthews,36,MIL,SF,2,0,20.5,2,4.5,0.444,2,3.5,0.571,0,1,0,0.667,0,0,,0.5,1,1.5,0.5,1,0.5,0,1.5,6,,matthwe02
117,Onyeka Okongwu,22,ATL,C,6,0,21.8,2.5,4.2,0.6,0.2,0.2,1,2.3,4,0.583,0.62,0.8,1.7,0.5,3.2,3.2,6.3,1.2,0.3,1.3,1.2,3,6,,okongon01
118,Cedi Osman,27,CLE,SF,5,0,18.6,1.8,5,0.36,1.2,4,0.3,0.6,1,0.6,0.48,1.2,1.8,0.667,0.2,2.8,3,1,0.4,0.2,1,2.4,6,,osmande01
119,Moses Moody,20,GSW,SG,12,0,13.4,1.9,3.6,0.535,1.1,1.8,0.591,0.8,1.8,0.476,0.686,0.9,1,0.917,0.6,2,2.6,0.7,0.4,0.3,0.2,1.5,5.8,,moodymo01
